date,lake_depth_m,lake_level_asl_m,dataflag,depth_index,area_m2,volume_m3
1982-04-05,33.35236800000007,332.79588000000007,NA,33.4,16349524.569400523,190198571.42726365
1982-04-06,33.358464000000026,332.801976,NA,33.4,16349524.569400523,190198571.42726365
1982-04-07,33.382848000000024,332.82636,NA,33.4,16349524.569400523,190198571.42726365
1982-04-08,33.370656000000054,332.81416800000005,NA,33.4,16349524.569400523,190198571.42726365
1982-04-09,33.36151200000006,332.80502400000006,NA,33.4,16349524.569400523,190198571.42726365
1982-04-10,33.35236800000007,332.79588000000007,NA,33.4,16349524.569400523,190198571.42726365
1982-04-11,33.346272000000056,332.78978400000005,NA,33.3,16274368.341918685,188570577.29805794
1982-04-12,33.337128000000064,332.78064000000006,NA,33.3,16274368.341918685,188570577.29805794
1982-04-13,33.334080000000085,332.7775920000001,NA,33.3,16274368.341918685,188570577.29805794
1982-04-14,33.32493600000004,332.76844800000003,NA,33.3,16274368.341918685,188570577.29805794
1982-04-15,33.334080000000085,332.7775920000001,NA,33.3,16274368.341918685,188570577.29805794
1982-04-16,33.346272000000056,332.78978400000005,NA,33.3,16274368.341918685,188570577.29805794
1982-04-17,33.42856800000004,332.87208000000004,NA,33.4,16349524.569400523,190198571.42726365
1982-04-18,33.50781600000005,332.95132800000005,NA,33.5,16489737.42561459,191857108.0953357
1982-04-19,33.58401600000008,333.0275280000001,NA,33.6,16604727.48475055,193526547.4281601
1982-04-20,33.62364000000002,333.067152,NA,33.6,16604727.48475055,193526547.4281601
1982-04-21,33.66631200000006,333.10982400000006,NA,33.7,16760707.547179908,195200139.85121495
1982-04-22,33.684600000000046,333.12811200000004,NA,33.7,16760707.547179908,195200139.85121495
1982-04-23,33.690696,333.134208,NA,33.7,16760707.547179908,195200139.85121495
1982-04-24,33.690696,333.134208,NA,33.7,16760707.547179908,195200139.85121495
1982-04-25,33.690696,333.134208,NA,33.7,16760707.547179908,195200139.85121495
1982-04-26,33.690696,333.134208,NA,33.7,16760707.547179908,195200139.85121495
1982-04-27,33.690696,333.134208,NA,33.7,16760707.547179908,195200139.85121495
1982-04-28,33.687648000000024,333.13116,NA,33.7,16760707.547179908,195200139.85121495
1982-04-29,33.68155200000001,333.125064,NA,33.7,16760707.547179908,195200139.85121495
1982-04-30,33.66326400000003,333.106776,NA,33.7,16760707.547179908,195200139.85121495
1982-05-01,33.66021600000005,333.10372800000005,NA,33.7,16760707.547179908,195200139.85121495
1982-05-02,33.66021600000005,333.10372800000005,NA,33.7,16760707.547179908,195200139.85121495
1982-05-03,33.65716800000007,333.10068000000007,NA,33.7,16760707.547179908,195200139.85121495
1982-05-04,33.65716800000007,333.10068000000007,NA,33.7,16760707.547179908,195200139.85121495
1982-05-05,33.66021600000005,333.10372800000005,NA,33.7,16760707.547179908,195200139.85121495
1982-05-06,33.66326400000003,333.106776,NA,33.7,16760707.547179908,195200139.85121495
1982-05-07,33.66326400000003,333.106776,NA,33.7,16760707.547179908,195200139.85121495
1982-05-08,33.67240800000002,333.11592,NA,33.7,16760707.547179908,195200139.85121495
1982-05-09,33.67850400000003,333.12201600000003,NA,33.7,16760707.547179908,195200139.85121495
1982-05-10,33.687648000000024,333.13116,NA,33.7,16760707.547179908,195200139.85121495
1982-05-11,33.67850400000003,333.12201600000003,NA,33.7,16760707.547179908,195200139.85121495
1982-05-12,33.68155200000001,333.125064,NA,33.7,16760707.547179908,195200139.85121495
1982-05-13,33.684600000000046,333.12811200000004,NA,33.7,16760707.547179908,195200139.85121495
1982-05-14,33.684600000000046,333.12811200000004,NA,33.7,16760707.547179908,195200139.85121495
1982-05-15,33.684600000000046,333.12811200000004,NA,33.7,16760707.547179908,195200139.85121495
1982-05-16,33.68155200000001,333.125064,NA,33.7,16760707.547179908,195200139.85121495
1982-05-17,33.68155200000001,333.125064,NA,33.7,16760707.547179908,195200139.85121495
1982-05-18,33.684600000000046,333.12811200000004,NA,33.7,16760707.547179908,195200139.85121495
1982-05-19,33.67240800000002,333.11592,NA,33.7,16760707.547179908,195200139.85121495
1982-05-20,33.70288800000003,333.1464,NA,33.7,16760707.547179908,195200139.85121495
1982-05-21,33.70593600000001,333.149448,NA,33.7,16760707.547179908,195200139.85121495
1982-05-22,33.70593600000001,333.149448,NA,33.7,16760707.547179908,195200139.85121495
1982-05-23,33.70593600000001,333.149448,NA,33.7,16760707.547179908,195200139.85121495
1982-05-24,33.70593600000001,333.149448,NA,33.7,16760707.547179908,195200139.85121495
1982-05-25,33.71203200000008,333.1555440000001,NA,33.7,16760707.547179908,195200139.85121495
1982-05-26,33.70898399999999,333.152496,NA,33.7,16760707.547179908,195200139.85121495
1982-05-27,33.71203200000008,333.1555440000001,NA,33.7,16760707.547179908,195200139.85121495
1982-05-28,33.71508000000006,333.15859200000006,NA,33.7,16760707.547179908,195200139.85121495
1982-05-29,33.71508000000006,333.15859200000006,NA,33.7,16760707.547179908,195200139.85121495
1982-05-30,33.71508000000006,333.15859200000006,NA,33.7,16760707.547179908,195200139.85121495
1982-05-31,33.71508000000006,333.15859200000006,NA,33.7,16760707.547179908,195200139.85121495
1982-06-01,33.71508000000006,333.15859200000006,NA,33.7,16760707.547179908,195200139.85121495
1982-06-02,33.739464000000055,333.18297600000005,NA,33.7,16760707.547179908,195200139.85121495
1982-06-03,33.739464000000055,333.18297600000005,NA,33.7,16760707.547179908,195200139.85121495
1982-06-04,33.74251200000003,333.18602400000003,NA,33.7,16760707.547179908,195200139.85121495
1982-06-05,33.75775200000004,333.20126400000004,NA,33.8,16788932.33377757,196887273.34298676
1982-06-06,33.77604000000002,333.219552,NA,33.8,16788932.33377757,196887273.34298676
1982-06-07,33.76384800000005,333.20736000000005,NA,33.8,16788932.33377757,196887273.34298676
1982-06-08,33.75470400000006,333.19821600000006,NA,33.8,16788932.33377757,196887273.34298676
1982-06-09,33.76080000000002,333.204312,NA,33.8,16788932.33377757,196887273.34298676
1982-06-10,33.76384800000005,333.20736000000005,NA,33.8,16788932.33377757,196887273.34298676
1982-06-11,33.76689600000003,333.21040800000003,NA,33.8,16788932.33377757,196887273.34298676
1982-06-12,33.76994400000001,333.213456,NA,33.8,16788932.33377757,196887273.34298676
1982-06-13,33.76994400000001,333.213456,NA,33.8,16788932.33377757,196887273.34298676
1982-06-14,33.772992000000045,333.21650400000004,NA,33.8,16788932.33377757,196887273.34298676
1982-06-15,33.76994400000001,333.213456,NA,33.8,16788932.33377757,196887273.34298676
1982-06-16,33.76080000000002,333.204312,NA,33.8,16788932.33377757,196887273.34298676
1982-06-17,33.779088,333.2226,NA,33.8,16788932.33377757,196887273.34298676
1982-06-18,33.78823200000011,333.2317440000001,NA,33.8,16788932.33377757,196887273.34298676
1982-06-19,33.779088,333.2226,NA,33.8,16788932.33377757,196887273.34298676
1982-06-20,33.772992000000045,333.21650400000004,NA,33.8,16788932.33377757,196887273.34298676
1982-06-21,33.76384800000005,333.20736000000005,NA,33.8,16788932.33377757,196887273.34298676
1982-06-22,33.76384800000005,333.20736000000005,NA,33.8,16788932.33377757,196887273.34298676
1982-06-23,33.78213600000004,333.22564800000004,NA,33.8,16788932.33377757,196887273.34298676
1982-06-24,33.78213600000004,333.22564800000004,NA,33.8,16788932.33377757,196887273.34298676
1982-06-25,33.779088,333.2226,NA,33.8,16788932.33377757,196887273.34298676
1982-06-26,33.772992000000045,333.21650400000004,NA,33.8,16788932.33377757,196887273.34298676
1982-06-27,33.772992000000045,333.21650400000004,NA,33.8,16788932.33377757,196887273.34298676
1982-06-28,33.76689600000003,333.21040800000003,NA,33.8,16788932.33377757,196887273.34298676
1982-06-29,33.76080000000002,333.204312,NA,33.8,16788932.33377757,196887273.34298676
1982-06-30,33.81566400000003,333.259176,NA,33.8,16788932.33377757,196887273.34298676
1982-07-01,33.7973760000001,333.2408880000001,NA,33.8,16788932.33377757,196887273.34298676
1982-07-02,33.76384800000005,333.20736000000005,NA,33.8,16788932.33377757,196887273.34298676
1982-07-03,33.74860800000005,333.19212000000005,NA,33.7,16760707.547179908,195200139.85121495
1982-07-04,33.73032000000006,333.17383200000006,NA,33.7,16760707.547179908,195200139.85121495
1982-07-05,33.71508000000006,333.15859200000006,NA,33.7,16760707.547179908,195200139.85121495
1982-07-06,33.699839999999995,333.143352,NA,33.7,16760707.547179908,195200139.85121495
1982-07-07,33.696792000000016,333.140304,NA,33.7,16760707.547179908,195200139.85121495
1982-07-08,33.690696,333.134208,NA,33.7,16760707.547179908,195200139.85121495
1982-07-09,33.690696,333.134208,NA,33.7,16760707.547179908,195200139.85121495
1982-07-10,33.684600000000046,333.12811200000004,NA,33.7,16760707.547179908,195200139.85121495
1982-07-11,33.67850400000003,333.12201600000003,NA,33.7,16760707.547179908,195200139.85121495
1982-07-12,33.67240800000002,333.11592,NA,33.7,16760707.547179908,195200139.85121495
1982-07-13,33.66631200000006,333.10982400000006,NA,33.7,16760707.547179908,195200139.85121495
1982-07-14,33.66021600000005,333.10372800000005,NA,33.7,16760707.547179908,195200139.85121495
1982-07-15,33.65716800000007,333.10068000000007,NA,33.7,16760707.547179908,195200139.85121495
1982-07-16,33.64802400000008,333.0915360000001,NA,33.6,16604727.48475055,193526547.4281601
1982-07-17,33.641928000000064,333.08544000000006,NA,33.6,16604727.48475055,193526547.4281601
1982-07-18,33.638880000000086,333.0823920000001,NA,33.6,16604727.48475055,193526547.4281601
1982-07-19,33.632784000000015,333.076296,NA,33.6,16604727.48475055,193526547.4281601
1982-07-20,33.626688,333.0702,NA,33.6,16604727.48475055,193526547.4281601
1982-07-21,33.626688,333.0702,NA,33.6,16604727.48475055,193526547.4281601
1982-07-22,33.60840000000002,333.051912,NA,33.6,16604727.48475055,193526547.4281601
1982-07-23,33.59620800000005,333.03972000000005,NA,33.6,16604727.48475055,193526547.4281601
1982-07-24,33.59011200000003,333.03362400000003,NA,33.6,16604727.48475055,193526547.4281601
1982-07-25,33.58401600000008,333.0275280000001,NA,33.6,16604727.48475055,193526547.4281601
1982-07-26,33.57182400000005,333.01533600000005,NA,33.6,16604727.48475055,193526547.4281601
1982-07-27,33.56572800000009,333.0092400000001,NA,33.6,16604727.48475055,193526547.4281601
1982-07-28,33.56268000000006,333.00619200000006,NA,33.6,16604727.48475055,193526547.4281601
1982-07-29,33.56572800000009,333.0092400000001,NA,33.6,16604727.48475055,193526547.4281601
1982-07-30,33.55353600000001,332.997048,NA,33.6,16604727.48475055,193526547.4281601
1982-07-31,33.55353600000001,332.997048,NA,33.6,16604727.48475055,193526547.4281601
1982-08-01,33.55048800000003,332.994,NA,33.6,16604727.48475055,193526547.4281601
1982-08-02,33.55048800000003,332.994,NA,33.6,16604727.48475055,193526547.4281601
1982-08-03,33.547439999999995,332.990952,NA,33.5,16489737.42561459,191857108.0953357
1982-08-04,33.54134400000004,332.98485600000004,NA,33.5,16489737.42561459,191857108.0953357
1982-08-05,33.535248000000024,332.97876,NA,33.5,16489737.42561459,191857108.0953357
1982-08-06,33.52610400000003,332.96961600000003,NA,33.5,16489737.42561459,191857108.0953357
1982-08-07,33.52000800000002,332.96352,NA,33.5,16489737.42561459,191857108.0953357
1982-08-08,33.51391200000006,332.95742400000006,NA,33.5,16489737.42561459,191857108.0953357
1982-08-09,33.50781600000005,332.95132800000005,NA,33.5,16489737.42561459,191857108.0953357
1982-08-10,33.523056000000054,332.96656800000005,NA,33.5,16489737.42561459,191857108.0953357
1982-08-11,33.51391200000006,332.95742400000006,NA,33.5,16489737.42561459,191857108.0953357
1982-08-12,33.50476800000007,332.94828000000007,NA,33.5,16489737.42561459,191857108.0953357
1982-08-13,33.50476800000007,332.94828000000007,NA,33.5,16489737.42561459,191857108.0953357
1982-08-14,33.4925760000001,332.9360880000001,NA,33.5,16489737.42561459,191857108.0953357
1982-08-15,33.48343200000011,332.9269440000001,NA,33.5,16489737.42561459,191857108.0953357
1982-08-16,33.474288,332.9178,NA,33.5,16489737.42561459,191857108.0953357
1982-08-17,33.468192000000045,332.91170400000004,NA,33.5,16489737.42561459,191857108.0953357
1982-08-18,33.45600000000002,332.899512,NA,33.5,16489737.42561459,191857108.0953357
1982-08-19,33.44990400000006,332.89341600000006,NA,33.4,16349524.569400523,190198571.42726365
1982-08-20,33.44380800000005,332.88732000000005,NA,33.4,16349524.569400523,190198571.42726365
1982-08-21,33.434664000000055,332.87817600000005,NA,33.4,16349524.569400523,190198571.42726365
1982-08-22,33.422472000000084,332.8659840000001,NA,33.4,16349524.569400523,190198571.42726365
1982-08-23,33.41332800000009,332.8568400000001,NA,33.4,16349524.569400523,190198571.42726365
1982-08-24,33.40418399999999,332.847696,NA,33.4,16349524.569400523,190198571.42726365
1982-08-25,33.40113600000001,332.844648,NA,33.4,16349524.569400523,190198571.42726365
1982-08-26,33.38894400000004,332.83245600000004,NA,33.4,16349524.569400523,190198571.42726365
1982-08-27,33.382848000000024,332.82636,NA,33.4,16349524.569400523,190198571.42726365
1982-08-28,33.37675200000001,332.820264,NA,33.4,16349524.569400523,190198571.42726365
1982-08-29,33.37370400000003,332.81721600000003,NA,33.4,16349524.569400523,190198571.42726365
1982-08-30,33.36760800000002,332.81112,NA,33.4,16349524.569400523,190198571.42726365
1982-08-31,33.35541600000005,332.79892800000005,NA,33.4,16349524.569400523,190198571.42726365
1982-09-01,33.35236800000007,332.79588000000007,NA,33.4,16349524.569400523,190198571.42726365
1982-09-02,33.346272000000056,332.78978400000005,NA,33.3,16274368.341918685,188570577.29805794
1982-09-03,33.34932000000009,332.7928320000001,NA,33.3,16274368.341918685,188570577.29805794
1982-09-04,33.34322400000008,332.7867360000001,NA,33.3,16274368.341918685,188570577.29805794
1982-09-05,33.334080000000085,332.7775920000001,NA,33.3,16274368.341918685,188570577.29805794
1982-09-06,33.327984000000015,332.771496,NA,33.3,16274368.341918685,188570577.29805794
1982-09-07,33.321888,332.7654,NA,33.3,16274368.341918685,188570577.29805794
1982-09-08,33.321888,332.7654,NA,33.3,16274368.341918685,188570577.29805794
1982-09-09,33.31274400000001,332.756256,NA,33.3,16274368.341918685,188570577.29805794
1982-09-10,33.30360000000002,332.747112,NA,33.3,16274368.341918685,188570577.29805794
1982-09-11,33.30055200000004,332.74406400000004,NA,33.3,16274368.341918685,188570577.29805794
1982-09-12,33.29750400000006,332.74101600000006,NA,33.3,16274368.341918685,188570577.29805794
1982-09-13,33.294456000000025,332.737968,NA,33.3,16274368.341918685,188570577.29805794
1982-09-14,33.29140800000005,332.73492000000005,NA,33.3,16274368.341918685,188570577.29805794
1982-09-15,33.282264000000055,332.72577600000005,NA,33.3,16274368.341918685,188570577.29805794
1982-09-16,33.282264000000055,332.72577600000005,NA,33.3,16274368.341918685,188570577.29805794
1982-09-17,33.26702400000005,332.71053600000005,NA,33.3,16274368.341918685,188570577.29805794
1982-09-18,33.25788000000006,332.70139200000006,NA,33.3,16274368.341918685,188570577.29805794
1982-09-19,33.24873600000001,332.692248,NA,33.2,16203453.100756964,186934233.37840807
1982-09-20,33.239592000000016,332.683104,NA,33.2,16203453.100756964,186934233.37840807
1982-09-21,33.233496,332.677008,NA,33.2,16203453.100756964,186934233.37840807
1982-09-22,33.233496,332.677008,NA,33.2,16203453.100756964,186934233.37840807
1982-09-23,33.230448000000024,332.67396,NA,33.2,16203453.100756964,186934233.37840807
1982-09-24,33.22435200000001,332.667864,NA,33.2,16203453.100756964,186934233.37840807
1982-09-25,33.22130400000003,332.66481600000003,NA,33.2,16203453.100756964,186934233.37840807
1982-09-26,33.21825600000005,332.66176800000005,NA,33.2,16203453.100756964,186934233.37840807
1982-09-27,33.21520800000002,332.65872,NA,33.2,16203453.100756964,186934233.37840807
1982-09-28,33.21520800000002,332.65872,NA,33.2,16203453.100756964,186934233.37840807
1982-09-29,33.21216000000004,332.65567200000004,NA,33.2,16203453.100756964,186934233.37840807
1982-09-30,33.206064000000026,332.649576,NA,33.2,16203453.100756964,186934233.37840807
1982-10-01,33.19996800000007,332.64348000000007,NA,33.2,16203453.100756964,186934233.37840807
1982-10-02,33.19082400000008,332.6343360000001,NA,33.2,16203453.100756964,186934233.37840807
1982-10-03,33.181680000000085,332.6251920000001,NA,33.2,16203453.100756964,186934233.37840807
1982-10-04,33.169488,332.613,NA,33.2,16203453.100756964,186934233.37840807
1982-10-05,33.169488,332.613,NA,33.2,16203453.100756964,186934233.37840807
1982-10-06,33.163392000000044,332.60690400000004,NA,33.2,16203453.100756964,186934233.37840807
1982-10-07,33.15424800000005,332.59776000000005,NA,33.2,16203453.100756964,186934233.37840807
1982-10-08,33.15120000000002,332.594712,NA,33.2,16203453.100756964,186934233.37840807
1982-10-09,33.15120000000002,332.594712,NA,33.2,16203453.100756964,186934233.37840807
1982-10-10,33.15120000000002,332.594712,NA,33.2,16203453.100756964,186934233.37840807
1982-10-11,33.14815200000004,332.59166400000004,NA,33.1,16135781.563361036,185319359.43087518
1982-10-12,33.14815200000004,332.59166400000004,NA,33.1,16135781.563361036,185319359.43087518
1982-10-13,33.14510400000006,332.58861600000006,NA,33.1,16135781.563361036,185319359.43087518
1982-10-14,33.142056000000025,332.585568,NA,33.1,16135781.563361036,185319359.43087518
1982-10-15,33.13900800000005,332.58252000000005,NA,33.1,16135781.563361036,185319359.43087518
1982-10-16,33.129864000000055,332.57337600000005,NA,33.1,16135781.563361036,185319359.43087518
1982-10-17,33.117672000000084,332.5611840000001,NA,33.1,16135781.563361036,185319359.43087518
1982-10-18,33.10852800000009,332.5520400000001,NA,33.1,16135781.563361036,185319359.43087518
1982-10-19,33.10852800000009,332.5520400000001,NA,33.1,16135781.563361036,185319359.43087518
1982-10-20,33.10243200000008,332.5459440000001,NA,33.1,16135781.563361036,185319359.43087518
1982-10-21,33.090239999999994,332.533752,NA,33.1,16135781.563361036,185319359.43087518
1982-10-22,33.081096,332.524608,NA,33.1,16135781.563361036,185319359.43087518
1982-10-23,33.06890400000003,332.51241600000003,NA,33.1,16135781.563361036,185319359.43087518
1982-10-24,33.05671200000006,332.50022400000006,NA,33.1,16135781.563361036,185319359.43087518
1982-10-25,33.04452000000009,332.4880320000001,NA,33,16071488.954484003,183698761.75760385
1982-10-26,33.032328000000064,332.47584000000006,NA,33,16071488.954484003,183698761.75760385
1982-10-27,33.032328000000064,332.47584000000006,NA,33,16071488.954484003,183698761.75760385
1982-10-28,33.020136000000036,332.46364800000003,NA,33,16071488.954484003,183698761.75760385
1982-10-29,33.017088,332.4606,NA,33,16071488.954484003,183698761.75760385
1982-10-30,33.00794400000001,332.451456,NA,33,16071488.954484003,183698761.75760385
1982-10-31,33.00794400000001,332.451456,NA,33,16071488.954484003,183698761.75760385
