"DateTime","Depth","Temp","time"
2007-09-02 12:00:00,5,NA,"12:00:00"
2007-09-02 12:00:00,6,20.55,"12:00:00"
2007-09-02 12:00:00,7,17.96,"12:00:00"
2007-09-02 12:00:00,8,15.51,"12:00:00"
2007-09-02 12:00:00,9,12.58,"12:00:00"
2007-09-02 12:00:00,10,11.33,"12:00:00"
2007-09-02 12:00:00,11,11.27,"12:00:00"
2007-09-02 12:00:00,12,NA,"12:00:00"
2007-09-02 12:00:00,13,11.29,"12:00:00"
2007-09-02 12:00:00,14,NA,"12:00:00"
2007-09-03 12:00:00,0,21.39,"12:00:00"
2007-09-03 12:00:00,0.5,21.44,"12:00:00"
2007-09-03 12:00:00,1,21.36,"12:00:00"
2007-09-03 12:00:00,1.5,21.3,"12:00:00"
2007-09-03 12:00:00,2,21.28,"12:00:00"
2007-09-03 12:00:00,2.5,21.27,"12:00:00"
2007-09-03 12:00:00,3,21.39,"12:00:00"
2007-09-03 12:00:00,3.5,NA,"12:00:00"
2007-09-03 12:00:00,4,21.32,"12:00:00"
2007-09-03 12:00:00,5,NA,"12:00:00"
2007-09-03 12:00:00,6,20.96,"12:00:00"
2007-09-03 12:00:00,7,18.32,"12:00:00"
2007-09-03 12:00:00,8,14.76,"12:00:00"
2007-09-03 12:00:00,9,12.69,"12:00:00"
2007-09-03 12:00:00,10,11.54,"12:00:00"
2007-09-03 12:00:00,11,11.46,"12:00:00"
2007-09-03 12:00:00,12,NA,"12:00:00"
2007-09-03 12:00:00,13,11.96,"12:00:00"
2007-09-03 12:00:00,14,NA,"12:00:00"
2007-09-04 12:00:00,0,21.23,"12:00:00"
2007-09-04 12:00:00,0.5,21.3,"12:00:00"
2007-09-04 12:00:00,1,21.21,"12:00:00"
2007-09-04 12:00:00,1.5,21.13,"12:00:00"
2007-09-04 12:00:00,2,21.11,"12:00:00"
2007-09-04 12:00:00,2.5,21.14,"12:00:00"
2007-09-04 12:00:00,3,21.25,"12:00:00"
2007-09-04 12:00:00,3.5,NA,"12:00:00"
2007-09-04 12:00:00,4,21.21,"12:00:00"
2007-09-04 12:00:00,5,NA,"12:00:00"
2007-09-04 12:00:00,6,21.13,"12:00:00"
2007-09-04 12:00:00,7,19.34,"12:00:00"
2007-09-04 12:00:00,8,15.09,"12:00:00"
2007-09-04 12:00:00,9,12.89,"12:00:00"
2007-09-04 12:00:00,10,11.64,"12:00:00"
2007-09-04 12:00:00,11,11.55,"12:00:00"
2007-09-04 12:00:00,12,NA,"12:00:00"
2007-09-04 12:00:00,13,11.88,"12:00:00"
2007-09-04 12:00:00,14,NA,"12:00:00"
2007-09-05 12:00:00,0,NA,"12:00:00"
2007-09-05 12:00:00,0.5,21.32,"12:00:00"
2007-09-05 12:00:00,1,21.24,"12:00:00"
2007-09-05 12:00:00,1.5,21.16,"12:00:00"
2007-09-05 12:00:00,2,21.1,"12:00:00"
2007-09-05 12:00:00,2.5,21.06,"12:00:00"
2007-09-05 12:00:00,3,21.14,"12:00:00"
2007-09-05 12:00:00,3.5,NA,"12:00:00"
2007-09-05 12:00:00,4,20.97,"12:00:00"
2007-09-05 12:00:00,5,NA,"12:00:00"
2007-09-05 12:00:00,6,20.79,"12:00:00"
2007-09-05 12:00:00,7,19.02,"12:00:00"
2007-09-05 12:00:00,8,15.07,"12:00:00"
2007-09-05 12:00:00,9,12.48,"12:00:00"
2007-09-05 12:00:00,10,11.29,"12:00:00"
2007-09-05 12:00:00,11,11.36,"12:00:00"
2007-09-05 12:00:00,12,NA,"12:00:00"
2007-09-05 12:00:00,13,11.62,"12:00:00"
2007-09-05 12:00:00,14,NA,"12:00:00"
2007-09-06 12:00:00,0,NA,"12:00:00"
2007-09-06 12:00:00,0.5,20.92,"12:00:00"
2007-09-06 12:00:00,1,20.78,"12:00:00"
2007-09-06 12:00:00,1.5,20.71,"12:00:00"
2007-09-06 12:00:00,2,NA,"12:00:00"
2007-09-06 12:00:00,2.5,20.7,"12:00:00"
2007-09-06 12:00:00,3,20.82,"12:00:00"
2007-09-06 12:00:00,3.5,NA,"12:00:00"
2007-09-06 12:00:00,4,20.81,"12:00:00"
2007-09-06 12:00:00,5,NA,"12:00:00"
2007-09-06 12:00:00,6,NA,"12:00:00"
2007-09-06 12:00:00,7,19.57,"12:00:00"
2007-09-06 12:00:00,8,15.09,"12:00:00"
2007-09-06 12:00:00,9,12.78,"12:00:00"
2007-09-06 12:00:00,10,13.01,"12:00:00"
2007-09-06 12:00:00,11,12.74,"12:00:00"
2007-09-06 12:00:00,12,NA,"12:00:00"
2007-09-06 12:00:00,13,12.8,"12:00:00"
2007-09-06 12:00:00,14,NA,"12:00:00"
2007-09-07 12:00:00,0,21.5,"12:00:00"
2007-09-07 12:00:00,0.5,21.47,"12:00:00"
2007-09-07 12:00:00,1,21.3,"12:00:00"
2007-09-07 12:00:00,1.5,21.07,"12:00:00"
2007-09-07 12:00:00,2,20.88,"12:00:00"
2007-09-07 12:00:00,2.5,20.74,"12:00:00"
2007-09-07 12:00:00,3,20.82,"12:00:00"
2007-09-07 12:00:00,3.5,NA,"12:00:00"
2007-09-07 12:00:00,4,20.73,"12:00:00"
2007-09-07 12:00:00,5,20.56,"12:00:00"
2007-09-07 12:00:00,6,NA,"12:00:00"
2007-09-07 12:00:00,7,18.65,"12:00:00"
2007-09-07 12:00:00,8,15.82,"12:00:00"
2007-09-07 12:00:00,9,14.83,"12:00:00"
2007-09-07 12:00:00,10,14.88,"12:00:00"
2007-09-07 12:00:00,11,13.89,"12:00:00"
2007-09-07 12:00:00,12,NA,"12:00:00"
2007-09-07 12:00:00,13,NA,"12:00:00"
2007-09-07 12:00:00,14,NA,"12:00:00"
2007-09-08 12:00:00,0,21.99,"12:00:00"
2007-09-08 12:00:00,0.5,21.91,"12:00:00"
2007-09-08 12:00:00,1,21.8,"12:00:00"
2007-09-08 12:00:00,1.5,21.6,"12:00:00"
2007-09-08 12:00:00,2,21.36,"12:00:00"
2007-09-08 12:00:00,2.5,21.19,"12:00:00"
2007-09-08 12:00:00,3,21.25,"12:00:00"
2007-09-08 12:00:00,3.5,NA,"12:00:00"
2007-09-08 12:00:00,4,21,"12:00:00"
2007-09-08 12:00:00,5,NA,"12:00:00"
2007-09-08 12:00:00,6,20.67,"12:00:00"
2007-09-08 12:00:00,7,19.72,"12:00:00"
2007-09-08 12:00:00,8,15.65,"12:00:00"
2007-09-08 12:00:00,9,13.63,"12:00:00"
2007-09-08 12:00:00,10,13.63,"12:00:00"
2007-09-08 12:00:00,11,13.39,"12:00:00"
2007-09-08 12:00:00,12,NA,"12:00:00"
2007-09-08 12:00:00,13,13.58,"12:00:00"
2007-09-08 12:00:00,14,NA,"12:00:00"
2007-09-09 12:00:00,0,21.83,"12:00:00"
2007-09-09 12:00:00,0.5,21.91,"12:00:00"
2007-09-09 12:00:00,1,21.82,"12:00:00"
2007-09-09 12:00:00,1.5,21.74,"12:00:00"
2007-09-09 12:00:00,2,21.6,"12:00:00"
2007-09-09 12:00:00,2.5,21.59,"12:00:00"
2007-09-09 12:00:00,3,21.61,"12:00:00"
2007-09-09 12:00:00,3.5,NA,"12:00:00"
2007-09-09 12:00:00,4,21.53,"12:00:00"
2007-09-09 12:00:00,5,NA,"12:00:00"
2007-09-09 12:00:00,6,20.82,"12:00:00"
2007-09-09 12:00:00,7,19.26,"12:00:00"
2007-09-09 12:00:00,8,14.88,"12:00:00"
2007-09-09 12:00:00,9,13.38,"12:00:00"
2007-09-09 12:00:00,10,13.54,"12:00:00"
2007-09-09 12:00:00,11,13.12,"12:00:00"
2007-09-09 12:00:00,12,NA,"12:00:00"
2007-09-09 12:00:00,13,13.36,"12:00:00"
2007-09-09 12:00:00,14,NA,"12:00:00"
2007-09-10 12:00:00,0,NA,"12:00:00"
2007-09-10 12:00:00,0.5,21.26,"12:00:00"
2007-09-10 12:00:00,1,21.19,"12:00:00"
2007-09-10 12:00:00,1.5,21.12,"12:00:00"
2007-09-10 12:00:00,2,21.1,"12:00:00"
2007-09-10 12:00:00,2.5,21.09,"12:00:00"
2007-09-10 12:00:00,3,21.23,"12:00:00"
2007-09-10 12:00:00,3.5,NA,"12:00:00"
2007-09-10 12:00:00,4,21.18,"12:00:00"
2007-09-10 12:00:00,5,NA,"12:00:00"
2007-09-10 12:00:00,6,NA,"12:00:00"
2007-09-10 12:00:00,7,18.27,"12:00:00"
2007-09-10 12:00:00,8,15.28,"12:00:00"
2007-09-10 12:00:00,9,13.49,"12:00:00"
2007-09-10 12:00:00,10,13.62,"12:00:00"
2007-09-10 12:00:00,11,13.64,"12:00:00"
2007-09-10 12:00:00,12,NA,"12:00:00"
2007-09-10 12:00:00,13,13.66,"12:00:00"
2007-09-10 12:00:00,14,NA,"12:00:00"
2007-09-11 12:00:00,0,20.78,"12:00:00"
2007-09-11 12:00:00,0.5,20.82,"12:00:00"
2007-09-11 12:00:00,1,20.74,"12:00:00"
2007-09-11 12:00:00,1.5,20.68,"12:00:00"
2007-09-11 12:00:00,2,20.63,"12:00:00"
2007-09-11 12:00:00,2.5,20.62,"12:00:00"
2007-09-11 12:00:00,3,20.71,"12:00:00"
2007-09-11 12:00:00,3.5,NA,"12:00:00"
2007-09-11 12:00:00,4,20.65,"12:00:00"
2007-09-11 12:00:00,5,NA,"12:00:00"
2007-09-11 12:00:00,6,NA,"12:00:00"
2007-09-11 12:00:00,7,18.96,"12:00:00"
2007-09-11 12:00:00,8,14.98,"12:00:00"
2007-09-11 12:00:00,9,13.21,"12:00:00"
2007-09-11 12:00:00,10,13.37,"12:00:00"
2007-09-11 12:00:00,11,13.07,"12:00:00"
2007-09-11 12:00:00,12,NA,"12:00:00"
2007-09-11 12:00:00,13,13.29,"12:00:00"
2007-09-11 12:00:00,14,NA,"12:00:00"
2007-09-12 12:00:00,0,20.18,"12:00:00"
2007-09-12 12:00:00,0.5,20.27,"12:00:00"
2007-09-12 12:00:00,1,20.19,"12:00:00"
2007-09-12 12:00:00,1.5,20.11,"12:00:00"
2007-09-12 12:00:00,2,20.11,"12:00:00"
2007-09-12 12:00:00,2.5,20.14,"12:00:00"
2007-09-12 12:00:00,3,20.25,"12:00:00"
2007-09-12 12:00:00,3.5,NA,"12:00:00"
2007-09-12 12:00:00,4,NA,"12:00:00"
2007-09-12 12:00:00,5,NA,"12:00:00"
2007-09-12 12:00:00,6,20.05,"12:00:00"
2007-09-12 12:00:00,7,19.81,"12:00:00"
2007-09-12 12:00:00,8,15.84,"12:00:00"
2007-09-12 12:00:00,9,14.4,"12:00:00"
2007-09-12 12:00:00,10,14.58,"12:00:00"
2007-09-12 12:00:00,11,14.03,"12:00:00"
2007-09-12 12:00:00,12,NA,"12:00:00"
2007-09-12 12:00:00,13,14.23,"12:00:00"
2007-09-12 12:00:00,14,NA,"12:00:00"
2007-09-13 12:00:00,0,20.71,"12:00:00"
2007-09-13 12:00:00,0.5,20.08,"12:00:00"
2007-09-13 12:00:00,1,19.98,"12:00:00"
2007-09-13 12:00:00,1.5,19.7,"12:00:00"
2007-09-13 12:00:00,2,19.64,"12:00:00"
2007-09-13 12:00:00,2.5,19.62,"12:00:00"
2007-09-13 12:00:00,3,19.78,"12:00:00"
2007-09-13 12:00:00,3.5,NA,"12:00:00"
2007-09-13 12:00:00,4,19.75,"12:00:00"
2007-09-13 12:00:00,5,NA,"12:00:00"
2007-09-13 12:00:00,6,19.69,"12:00:00"
2007-09-13 12:00:00,7,19.48,"12:00:00"
2007-09-13 12:00:00,8,16.69,"12:00:00"
2007-09-13 12:00:00,9,13.96,"12:00:00"
2007-09-13 12:00:00,10,14.13,"12:00:00"
2007-09-13 12:00:00,11,13.65,"12:00:00"
2007-09-13 12:00:00,12,NA,"12:00:00"
2007-09-13 12:00:00,13,13.87,"12:00:00"
2007-09-13 12:00:00,14,NA,"12:00:00"
2007-09-14 12:00:00,0,NA,"12:00:00"
2007-09-14 12:00:00,0.5,19.81,"12:00:00"
2007-09-14 12:00:00,1,19.72,"12:00:00"
2007-09-14 12:00:00,1.5,19.63,"12:00:00"
2007-09-14 12:00:00,2,19.59,"12:00:00"
2007-09-14 12:00:00,2.5,19.58,"12:00:00"
2007-09-14 12:00:00,3,19.76,"12:00:00"
2007-09-14 12:00:00,3.5,NA,"12:00:00"
2007-09-14 12:00:00,4,19.75,"12:00:00"
2007-09-14 12:00:00,5,NA,"12:00:00"
2007-09-14 12:00:00,6,19.66,"12:00:00"
2007-09-14 12:00:00,7,19.53,"12:00:00"
2007-09-14 12:00:00,8,17.5,"12:00:00"
2007-09-14 12:00:00,9,16.57,"12:00:00"
2007-09-14 12:00:00,10,16.66,"12:00:00"
2007-09-14 12:00:00,11,16.33,"12:00:00"
2007-09-14 12:00:00,12,NA,"12:00:00"
2007-09-14 12:00:00,13,16.43,"12:00:00"
2007-09-14 12:00:00,14,NA,"12:00:00"
2007-09-15 12:00:00,0,NA,"12:00:00"
2007-09-15 12:00:00,0.5,19.59,"12:00:00"
2007-09-15 12:00:00,1,19.5,"12:00:00"
2007-09-15 12:00:00,1.5,19.44,"12:00:00"
2007-09-15 12:00:00,2,19.4,"12:00:00"
2007-09-15 12:00:00,2.5,19.46,"12:00:00"
2007-09-15 12:00:00,3,19.58,"12:00:00"
2007-09-15 12:00:00,3.5,NA,"12:00:00"
2007-09-15 12:00:00,4,19.55,"12:00:00"
2007-09-15 12:00:00,5,NA,"12:00:00"
2007-09-15 12:00:00,6,19.53,"12:00:00"
2007-09-15 12:00:00,7,19.51,"12:00:00"
2007-09-15 12:00:00,8,17.68,"12:00:00"
2007-09-15 12:00:00,9,15.77,"12:00:00"
2007-09-15 12:00:00,10,15.98,"12:00:00"
2007-09-15 12:00:00,11,NA,"12:00:00"
2007-09-15 12:00:00,12,NA,"12:00:00"
2007-09-15 12:00:00,13,NA,"12:00:00"
2007-09-15 12:00:00,14,NA,"12:00:00"
2007-09-16 12:00:00,0,NA,"12:00:00"
2007-09-16 12:00:00,0.5,19,"12:00:00"
2007-09-16 12:00:00,1,18.93,"12:00:00"
2007-09-16 12:00:00,1.5,18.82,"12:00:00"
2007-09-16 12:00:00,2,18.84,"12:00:00"
2007-09-16 12:00:00,2.5,18.84,"12:00:00"
2007-09-16 12:00:00,3,18.96,"12:00:00"
2007-09-16 12:00:00,3.5,NA,"12:00:00"
2007-09-16 12:00:00,4,18.95,"12:00:00"
2007-09-16 12:00:00,5,NA,"12:00:00"
2007-09-16 12:00:00,6,NA,"12:00:00"
2007-09-16 12:00:00,7,18.93,"12:00:00"
2007-09-16 12:00:00,8,NA,"12:00:00"
2007-09-16 12:00:00,9,14.91,"12:00:00"
2007-09-16 12:00:00,10,15.02,"12:00:00"
2007-09-16 12:00:00,11,14.21,"12:00:00"
2007-09-16 12:00:00,12,NA,"12:00:00"
2007-09-16 12:00:00,13,14.41,"12:00:00"
2007-09-16 12:00:00,14,NA,"12:00:00"
2007-09-17 12:00:00,0,19.87,"12:00:00"
2007-09-17 12:00:00,0.5,18.91,"12:00:00"
2007-09-17 12:00:00,1,NA,"12:00:00"
2007-09-17 12:00:00,1.5,18.69,"12:00:00"
2007-09-17 12:00:00,2,18.59,"12:00:00"
2007-09-17 12:00:00,2.5,18.58,"12:00:00"
2007-09-17 12:00:00,3,18.7,"12:00:00"
2007-09-17 12:00:00,3.5,NA,"12:00:00"
2007-09-17 12:00:00,4,18.68,"12:00:00"
2007-09-17 12:00:00,5,NA,"12:00:00"
2007-09-17 12:00:00,6,NA,"12:00:00"
2007-09-17 12:00:00,7,18.68,"12:00:00"
2007-09-17 12:00:00,8,17.02,"12:00:00"
2007-09-17 12:00:00,9,14.52,"12:00:00"
2007-09-17 12:00:00,10,14.47,"12:00:00"
2007-09-17 12:00:00,11,13.89,"12:00:00"
2007-09-17 12:00:00,12,NA,"12:00:00"
2007-09-17 12:00:00,13,14.42,"12:00:00"
2007-09-17 12:00:00,14,NA,"12:00:00"
2007-09-18 12:00:00,0,NA,"12:00:00"
2007-09-18 12:00:00,0.5,19.23,"12:00:00"
2007-09-18 12:00:00,1,NA,"12:00:00"
2007-09-18 12:00:00,1.5,18.85,"12:00:00"
2007-09-18 12:00:00,2,18.66,"12:00:00"
2007-09-18 12:00:00,2.5,18.53,"12:00:00"
2007-09-18 12:00:00,3,18.61,"12:00:00"
2007-09-18 12:00:00,3.5,NA,"12:00:00"
2007-09-18 12:00:00,4,18.58,"12:00:00"
2007-09-18 12:00:00,5,NA,"12:00:00"
2007-09-18 12:00:00,6,18.5,"12:00:00"
2007-09-18 12:00:00,7,18.4,"12:00:00"
2007-09-18 12:00:00,8,17.6,"12:00:00"
2007-09-18 12:00:00,9,14.47,"12:00:00"
2007-09-18 12:00:00,10,14.6,"12:00:00"
2007-09-18 12:00:00,11,14.4,"12:00:00"
2007-09-18 12:00:00,12,NA,"12:00:00"
2007-09-18 12:00:00,13,14.46,"12:00:00"
2007-09-18 12:00:00,14,NA,"12:00:00"
2007-09-19 12:00:00,0,20.48,"12:00:00"
2007-09-19 12:00:00,0.5,19.32,"12:00:00"
2007-09-19 12:00:00,1,19.05,"12:00:00"
2007-09-19 12:00:00,1.5,18.7,"12:00:00"
2007-09-19 12:00:00,2,18.54,"12:00:00"
2007-09-19 12:00:00,2.5,18.5,"12:00:00"
2007-09-19 12:00:00,3,18.59,"12:00:00"
2007-09-19 12:00:00,3.5,NA,"12:00:00"
2007-09-19 12:00:00,4,18.5,"12:00:00"
2007-09-19 12:00:00,5,NA,"12:00:00"
2007-09-19 12:00:00,6,18.42,"12:00:00"
2007-09-19 12:00:00,7,18.36,"12:00:00"
2007-09-19 12:00:00,8,17.48,"12:00:00"
2007-09-19 12:00:00,9,14.97,"12:00:00"
2007-09-19 12:00:00,10,15.14,"12:00:00"
2007-09-19 12:00:00,11,14.51,"12:00:00"
2007-09-19 12:00:00,12,NA,"12:00:00"
2007-09-19 12:00:00,13,14.71,"12:00:00"
2007-09-19 12:00:00,14,NA,"12:00:00"
2007-09-20 12:00:00,0,19.66,"12:00:00"
2007-09-20 12:00:00,0.5,19.42,"12:00:00"
2007-09-20 12:00:00,1,19.26,"12:00:00"
2007-09-20 12:00:00,1.5,19.16,"12:00:00"
2007-09-20 12:00:00,2,19.11,"12:00:00"
2007-09-20 12:00:00,2.5,19.13,"12:00:00"
2007-09-20 12:00:00,3,19.07,"12:00:00"
2007-09-20 12:00:00,3.5,NA,"12:00:00"
2007-09-20 12:00:00,4,18.72,"12:00:00"
2007-09-20 12:00:00,5,NA,"12:00:00"
2007-09-20 12:00:00,6,NA,"12:00:00"
2007-09-20 12:00:00,7,18.31,"12:00:00"
2007-09-20 12:00:00,8,17.53,"12:00:00"
2007-09-20 12:00:00,9,15.56,"12:00:00"
2007-09-20 12:00:00,10,15.77,"12:00:00"
2007-09-20 12:00:00,11,14.8,"12:00:00"
2007-09-20 12:00:00,12,NA,"12:00:00"
2007-09-20 12:00:00,13,15.24,"12:00:00"
2007-09-20 12:00:00,14,NA,"12:00:00"
2007-09-21 12:00:00,0,21.39,"12:00:00"
2007-09-21 12:00:00,0.5,19.23,"12:00:00"
2007-09-21 12:00:00,1,19.06,"12:00:00"
2007-09-21 12:00:00,1.5,18.91,"12:00:00"
2007-09-21 12:00:00,2,18.81,"12:00:00"
2007-09-21 12:00:00,2.5,18.63,"12:00:00"
2007-09-21 12:00:00,3,18.65,"12:00:00"
2007-09-21 12:00:00,3.5,NA,"12:00:00"
2007-09-21 12:00:00,4,18.52,"12:00:00"
2007-09-21 12:00:00,5,NA,"12:00:00"
2007-09-21 12:00:00,6,18.33,"12:00:00"
2007-09-21 12:00:00,7,18.15,"12:00:00"
2007-09-21 12:00:00,8,17.7,"12:00:00"
2007-09-21 12:00:00,9,15.49,"12:00:00"
2007-09-21 12:00:00,10,15.76,"12:00:00"
2007-09-21 12:00:00,11,14.74,"12:00:00"
2007-09-21 12:00:00,12,NA,"12:00:00"
2007-09-21 12:00:00,13,15.11,"12:00:00"
2007-09-21 12:00:00,14,NA,"12:00:00"
2007-09-22 12:00:00,0,NA,"12:00:00"
2007-09-22 12:00:00,0.5,19.7,"12:00:00"
2007-09-22 12:00:00,1,19.6,"12:00:00"
2007-09-22 12:00:00,1.5,19.47,"12:00:00"
2007-09-22 12:00:00,2,19.31,"12:00:00"
2007-09-22 12:00:00,2.5,19.13,"12:00:00"
2007-09-22 12:00:00,3,19.03,"12:00:00"
2007-09-22 12:00:00,3.5,NA,"12:00:00"
2007-09-22 12:00:00,4,18.83,"12:00:00"
2007-09-22 12:00:00,5,18.62,"12:00:00"
2007-09-22 12:00:00,6,18.47,"12:00:00"
2007-09-22 12:00:00,7,18.36,"12:00:00"
2007-09-22 12:00:00,8,17.44,"12:00:00"
2007-09-22 12:00:00,9,15.68,"12:00:00"
2007-09-22 12:00:00,10,15.8,"12:00:00"
2007-09-22 12:00:00,11,15.3,"12:00:00"
2007-09-22 12:00:00,12,NA,"12:00:00"
2007-09-22 12:00:00,13,15.5,"12:00:00"
2007-09-22 12:00:00,14,NA,"12:00:00"
2007-09-23 12:00:00,0,19.29,"12:00:00"
2007-09-23 12:00:00,0.5,19.36,"12:00:00"
2007-09-23 12:00:00,1,19.24,"12:00:00"
2007-09-23 12:00:00,1.5,19.12,"12:00:00"
2007-09-23 12:00:00,2,19.04,"12:00:00"
2007-09-23 12:00:00,2.5,19.1,"12:00:00"
2007-09-23 12:00:00,3,19.21,"12:00:00"
2007-09-23 12:00:00,3.5,NA,"12:00:00"
2007-09-23 12:00:00,4,19.16,"12:00:00"
2007-09-23 12:00:00,5,NA,"12:00:00"
2007-09-23 12:00:00,6,19.03,"12:00:00"
2007-09-23 12:00:00,7,18.92,"12:00:00"
2007-09-23 12:00:00,8,17.73,"12:00:00"
2007-09-23 12:00:00,9,16.43,"12:00:00"
2007-09-23 12:00:00,10,16.44,"12:00:00"
2007-09-23 12:00:00,11,16.07,"12:00:00"
2007-09-23 12:00:00,12,NA,"12:00:00"
2007-09-23 12:00:00,13,16.18,"12:00:00"
2007-09-23 12:00:00,14,NA,"12:00:00"
2007-09-24 12:00:00,0,19.21,"12:00:00"
