"datetime","airTemperature_degF","lakeElevation_ft","outflow_cfs","precipitation_in"
2020-01-02 13:00:00,"34.1","1091.89","103","0.02"
2020-01-02 14:00:00,"35.5","1091.9","104","0.02"
2020-01-02 15:00:00,"35.4","1091.88","104","0.02"
2020-01-02 16:00:00,"33.3","1091.88","104","0"
2020-01-02 17:00:00,"31.6","1091.87","104","0"
2020-01-02 18:00:00,"30.8","1091.9","104","0"
2020-01-02 19:00:00,"29.3","1091.89","104","0"
2020-01-02 20:00:00,"28.2","1091.89","104","0"
2020-01-02 21:00:00,"30.3","1091.87","104","0"
2020-01-02 22:00:00,"31","1091.86","104","0"
2020-01-02 23:00:00,"32.9","1091.89","104","0"
2020-01-03 00:00:00,"32.8","1091.9","104","0"
2020-01-03 01:00:00,"33","1091.9","104","0"
2020-01-03 02:00:00,"34.2","1091.87","104","0"
2020-01-03 03:00:00,"33.7","1091.86","104","0.01"
2020-01-03 04:00:00,"31.8","1091.88","103","0"
2020-01-03 05:00:00,"30.9","1091.88","104","0"
2020-01-03 06:00:00,"30.5","1091.89","103","0"
2020-01-03 07:00:00,"29.6","1091.87","104","0"
2020-01-03 08:00:00,"29.3","1091.89","104","0"
2020-01-03 09:00:00,"31","1091.88","103","0"
2020-01-03 10:00:00,"33.9","1091.88","103","0"
2020-01-03 11:00:00,"35.9","1091.89","103","0"
2020-01-03 12:00:00,"38.1","1091.86","104","0"
2020-01-03 13:00:00,"38.6","1091.86","104","0.01"
2020-01-03 14:00:00,"38.2","1091.88","104","0"
2020-01-03 15:00:00,"38.2","1091.87","103","0"
2020-01-03 16:00:00,"36.5","1091.87","104","0.03"
2020-01-03 17:00:00,"34.7","1091.87","104","0.02"
2020-01-03 18:00:00,"34","1091.88","103","0.01"
2020-01-03 19:00:00,"33.7","1091.88","104","0.01"
2020-01-03 20:00:00,"33.9","1091.85","104","0.01"
2020-01-03 21:00:00,"34.5","1091.86","103","0.01"
2020-01-03 22:00:00,"33.8","1091.86","103","0.02"
2020-01-03 23:00:00,"33.8","1091.87","104","0.01"
2020-01-04 00:00:00,"33.3","1091.86","104","0.01"
2020-01-04 01:00:00,"32.9","1091.86","104","0"
2020-01-04 02:00:00,"33.2","1091.85","104","0.01"
2020-01-04 03:00:00,"33.1","1091.87","103","0.01"
2020-01-04 04:00:00,"33.4","1091.85","104","0.01"
2020-01-04 05:00:00,"33.3","1091.86","103","0.01"
2020-01-04 06:00:00,"33.1","1091.85","103","0.01"
2020-01-04 07:00:00,"33","1091.87","104","0.01"
2020-01-04 08:00:00,"32.9","1091.86","103","0.02"
2020-01-04 09:00:00,"33.3","1091.86","104","0.02"
2020-01-04 10:00:00,"36","1091.86","104","0.03"
2020-01-04 11:00:00,"36.5","1091.86","103","0.06"
2020-01-04 12:00:00,"36.4","1091.88","104","0.06"
2020-01-04 13:00:00,"36.2","1091.85","104","0.07"
2020-01-04 14:00:00,"35.5","1091.86","104","0.06"
2020-01-04 15:00:00,"34.7","1091.87","105","0.06"
2020-01-04 16:00:00,"34.1","1091.88","105","0.04"
2020-01-04 17:00:00,"33.6","1091.88","105","0.04"
2020-01-04 18:00:00,"32.9","1091.87","104","0.02"
2020-01-04 19:00:00,"32.6","1091.88","105","0.01"
2020-01-04 20:00:00,"32.2","1091.86","105","0.01"
2020-01-04 21:00:00,"32.1","1091.86","105","0"
2020-01-04 22:00:00,"32.1","1091.86","104","0"
2020-01-04 23:00:00,"32.5","1091.88","104","0.01"
2020-01-05 00:00:00,"32.2","1091.87","104","0"
2020-01-05 01:00:00,"31.8","1091.88","105","0"
2020-01-05 02:00:00,"30.8","1091.88","105","0"
2020-01-05 03:00:00,"29.8","1091.85","104","0"
2020-01-05 04:00:00,"28.9","1091.84","104","0"
2020-01-05 05:00:00,"28.5","1091.86","104","0"
2020-01-05 06:00:00,"28.2","1091.87","104","0"
2020-01-05 07:00:00,"28","1091.86","104","0"
2020-01-05 08:00:00,"27.2","1091.87","104","0"
2020-01-05 09:00:00,"26.7","1091.78","104","0"
2020-01-05 10:00:00,"26.5","1091.88","104","0"
2020-01-05 11:00:00,"27.8","1091.87","104","0"
2020-01-05 12:00:00,"26.9","1091.86","104","0"
2020-01-05 13:00:00,"26.1","1091.87","104","0"
2020-01-05 14:00:00,"28.3","1091.83","104","0"
2020-01-05 15:00:00,"27.4","1091.83","104","0"
2020-01-05 16:00:00,"26","1091.84","104","0"
2020-01-05 17:00:00,"25.2","1091.89","104","0"
2020-01-05 18:00:00,"24.2","1091.86","104","0"
2020-01-05 19:00:00,"23.5","1091.85","104","0"
2020-01-05 20:00:00,"22.9","1091.87","104","0"
2020-01-05 21:00:00,"21.9","1091.84","104","0"
2020-01-05 22:00:00,"20.7","1091.85","104","0"
2020-01-05 23:00:00,"19.7","1091.87","104","0"
2020-01-06 00:00:00,"18.9","1091.87","104","0"
2020-01-06 01:00:00,"17.9","1091.87","104","0"
2020-01-06 02:00:00,"16.6","1091.86","104","0"
2020-01-06 03:00:00,"16.3","1091.86","104","0"
2020-01-06 04:00:00,"17","1091.86","104","0"
2020-01-06 05:00:00,"17.5","1091.85","104","0"
2020-01-06 06:00:00,"16.8","1091.85","103","0"
2020-01-06 07:00:00,"15.9","1091.85","104","0"
2020-01-06 08:00:00,"18.7","1091.86","104","0"
2020-01-06 09:00:00,"20.1","1091.86","104","0"
2020-01-06 10:00:00,"20.8","1091.87","104","0"
2020-01-06 11:00:00,"22.5","1091.86","104","0"
2020-01-06 12:00:00,"23","1091.84","104","0"
2020-01-06 13:00:00,"23.8","1091.84","104","0"
2020-01-06 14:00:00,"24","1091.86","104","0"
2020-01-06 15:00:00,"24.2","1091.84","104","0"
2020-01-06 16:00:00,"24.6","1091.88","104","0"
2020-01-06 17:00:00,"23.9","1091.84","104","0"
2020-01-06 18:00:00,"23.1","1091.85","103","0"
2020-01-06 19:00:00,"21.6","1091.86","104","0"
2020-01-06 20:00:00,"23.1","1091.85","104","0"
2020-01-06 21:00:00,"24.5","1091.83","104","0"
2020-01-06 22:00:00,"26.2","1091.85","104","0"
2020-01-06 23:00:00,"26.4","1091.85","104","0"
2020-01-07 00:00:00,"25.3","1091.85","104","0"
2020-01-07 01:00:00,"25.2","1091.83","104","0"
2020-01-07 02:00:00,"26","1091.87","104","0"
2020-01-07 03:00:00,"26","1091.83","104","0"
2020-01-07 04:00:00,"25.4","1091.89","103","0"
2020-01-07 05:00:00,"25.5","1091.83","103","0"
2020-01-07 06:00:00,"26.1","1091.85","103","0"
2020-01-07 07:00:00,"26.3","1091.84","104","0"
2020-01-07 08:00:00,"25.5","1091.84","103","0"
2020-01-07 09:00:00,"27.2","1091.82","104","0"
2020-01-07 10:00:00,"29.2","1091.84","104","0"
2020-01-07 11:00:00,"30.2","1091.85","104","0"
2020-01-07 12:00:00,"31.2","1091.85","104","0"
2020-01-07 13:00:00,"32.9","1091.84","104","0"
2020-01-07 14:00:00,"32.4","1091.86","104","0"
2020-01-07 15:00:00,"32.1","1091.85","103","0"
2020-01-07 16:00:00,"31","1091.84","104","0"
2020-01-07 17:00:00,"28.9","1091.82","104","0"
2020-01-07 18:00:00,"26.9","1091.81","104","0"
2020-01-07 19:00:00,"26.7","1091.84","104","0"
2020-01-07 20:00:00,"27.8","1091.82","104","0"
2020-01-07 21:00:00,"27.8","1091.83","104","0"
2020-01-07 22:00:00,"26.5","1091.83","104","0"
2020-01-07 23:00:00,"25.9","1091.83","104","0"
2020-01-08 00:00:00,"26.3","1091.83","104","0"
2020-01-08 01:00:00,"26.2","1091.84","104","0"
2020-01-08 02:00:00,"25.6","1091.83","104","0"
2020-01-08 03:00:00,"25.6","1091.84","103","0"
2020-01-08 04:00:00,"25.3","1091.84","103","0"
2020-01-08 05:00:00,"24.8","1091.82","104","0"
2020-01-08 06:00:00,"24.7","1091.81","104","0"
2020-01-08 07:00:00,"24.7","1091.83","103","0"
2020-01-08 08:00:00,"25.3","1091.83","104","0"
2020-01-08 09:00:00,"26.5","1091.85","104","0"
2020-01-08 10:00:00,"28.3","1091.84","104","0"
2020-01-08 11:00:00,"30.7","1091.84","103","0"
2020-01-08 12:00:00,"33","1091.83","103","0"
2020-01-08 13:00:00,"33.9","1091.82","104","0"
2020-01-08 14:00:00,"32.4","1091.83","103","0.01"
2020-01-08 15:00:00,"31.5","1091.8","104","0"
2020-01-08 16:00:00,"29.1","1091.83","104","0"
2020-01-08 17:00:00,"27.7","1091.83","103","0"
2020-01-08 18:00:00,"26.8","1091.82","103","0"
2020-01-08 19:00:00,"25","1091.82","103","0"
2020-01-08 20:00:00,"23.2","1091.89","103","0"
2020-01-08 21:00:00,"21.2","1091.82","104","0"
2020-01-08 22:00:00,"20.6","1091.84","103","0"
2020-01-08 23:00:00,"18.9","1091.85","103","0"
2020-01-09 00:00:00,"17","1091.81","104","0"
2020-01-09 01:00:00,"15.6","1091.81","104","0"
2020-01-09 02:00:00,"14.1","1091.77","104","0"
2020-01-09 03:00:00,"12.8","1091.85","103","0"
2020-01-09 04:00:00,"11.7","1091.84","104","0"
2020-01-09 05:00:00,"10.3","1091.85","104","0"
2020-01-09 06:00:00,"9.2","1091.8","103","0"
2020-01-09 07:00:00,"8.2","1091.8","103","0"
2020-01-09 08:00:00,"7.8","1091.78","103","0"
2020-01-09 09:00:00,"9.6","1091.79","103","0"
2020-01-09 10:00:00,"11.1","1091.81","104","0"
2020-01-09 11:00:00,"13.5","1091.8","104","0"
2020-01-09 12:00:00,"16.2","1091.81","103","0"
2020-01-09 13:00:00,"19.4","1091.79","104","0"
2020-01-09 14:00:00,"19.6","1091.8","103","0"
2020-01-09 15:00:00,"19.8","1091.78","104","0"
2020-01-09 16:00:00,"18.7","1091.77","104","0"
2020-01-09 17:00:00,"16.5","1091.78","104","0"
2020-01-09 18:00:00,"14.9","1091.81","104","0"
2020-01-09 19:00:00,"14.8","1091.79","103","0"
2020-01-09 20:00:00,"15","1091.78","104","0"
2020-01-09 21:00:00,"15.3","1091.76","104","0"
2020-01-09 22:00:00,"15.5","1091.81","104","0"
2020-01-09 23:00:00,"15.8","1091.8","103","0"
2020-01-10 00:00:00,"17.7","1091.81","103","0"
2020-01-10 01:00:00,"16.2","1091.79","104","0"
2020-01-10 02:00:00,"17.4","1091.79","104","0"
2020-01-10 03:00:00,"18.2","1091.73","103","0"
2020-01-10 04:00:00,"24.1","1091.76","103","0"
2020-01-10 05:00:00,"24.8","1091.8","103","0"
2020-01-10 06:00:00,"25.4","1091.74","104","0"
2020-01-10 07:00:00,"25.9","1091.77","103","0"
2020-01-10 08:00:00,"27.1","1091.76","103","0"
2020-01-10 09:00:00,"28.9","1091.77","103","0"
2020-01-10 10:00:00,"31.5","1091.78","104","0"
2020-01-10 11:00:00,"35.4","1091.78","104","0"
2020-01-10 12:00:00,"35.6","1091.8","103","0"
2020-01-10 13:00:00,"37.2","1091.79","103","0"
2020-01-10 14:00:00,"39.1","1091.77","104","0.01"
2020-01-10 15:00:00,"39.4","1091.76","104","0.04"
2020-01-10 16:00:00,"39.6","1091.76","104","0.03"
2020-01-10 17:00:00,"39.1","1091.75","103","0.04"
2020-01-10 18:00:00,"38.7","1091.77","103","0.04"
2020-01-10 19:00:00,"38.9","1091.77","104","0.03"
2020-01-10 20:00:00,"39.5","1091.72","104","0.03"
2020-01-10 21:00:00,"37.7","1091.73","104","0.03"
2020-01-10 22:00:00,"35.2","1091.76","103","0.01"
2020-01-10 23:00:00,"34.7","1091.77","104","0"
2020-01-11 00:00:00,"35.4","1091.76","103","0.01"
2020-01-11 01:00:00,"34.8","1091.76","104","0.01"
2020-01-11 02:00:00,"39.2","1091.77","103","0.01"
2020-01-11 03:00:00,"36","1091.74","103","0.01"
2020-01-11 04:00:00,"38.1","1091.74","104","0.01"
2020-01-11 05:00:00,"40.6","1091.76","103","0.01"
2020-01-11 06:00:00,"44.8","1091.78","103","0.02"
2020-01-11 07:00:00,"45.5","1091.76","104","0"
2020-01-11 08:00:00,"47","1091.76","103","0"
2020-01-11 09:00:00,"49.7","1091.72","103","0"
2020-01-11 10:00:00,"52.5","1091.76","104","0"
2020-01-11 11:00:00,"55.6","1091.75","104","0"
2020-01-11 12:00:00,"58.9","1091.7","104","0"
2020-01-11 13:00:00,"59.4","1091.73","106","0"
2020-01-11 14:00:00,"57.4","1091.69","106","0"
2020-01-11 15:00:00,"58.3","1091.74","107","0"
2020-01-11 16:00:00,"55.5","1091.75","107","0"
2020-01-11 17:00:00,"56.2","1091.72","107","0"
2020-01-11 18:00:00,"57.2","1091.74","107","0"
2020-01-11 19:00:00,"56","1091.74","107","0"
2020-01-11 20:00:00,"54.7","1091.76","106","0"
2020-01-11 21:00:00,"54.4","1091.78","107","0"
2020-01-11 22:00:00,"54.9","1091.77","107","0"
2020-01-11 23:00:00,"54.5","1091.77","107","0"
2020-01-12 00:00:00,"55.2","1091.77","107","0"
2020-01-12 01:00:00,"55.1","1091.8","107","0"
2020-01-12 02:00:00,"55.9","1091.7","107","0"
2020-01-12 03:00:00,"55.9","1091.78","108","0"
2020-01-12 04:00:00,"57.1","1091.78","108","0"
2020-01-12 05:00:00,"57.5","1091.8","109","0.02"
2020-01-12 06:00:00,"57.9","1091.8","112","0.03"
2020-01-12 07:00:00,"58.1","1091.85","113","0.02"
2020-01-12 08:00:00,"57.8","1091.85","115","0.03"
2020-01-12 09:00:00,"56.6","1091.81","116","0.02"
2020-01-12 10:00:00,"58","1091.83","115","0.01"
2020-01-12 11:00:00,"57.2","1091.81","114","0"
2020-01-12 12:00:00,"54.2","1091.8","114","0"
2020-01-12 13:00:00,"53.7","1091.84","114","0.01"
2020-01-12 14:00:00,"48.7","1091.75","113","0"
2020-01-12 15:00:00,"44.3","1091.92","112","0"
2020-01-12 16:00:00,"42.1","1091.85","110","0"
2020-01-12 17:00:00,"39.6","1091.87","109","0"
2020-01-12 18:00:00,"36.1","1091.9","110","0"
2020-01-12 19:00:00,"33.9","1091.9","108","0"
2020-01-12 20:00:00,"31.4","1091.89","108","0"
2020-01-12 21:00:00,"29.2","1091.93","108","0"
2020-01-12 22:00:00,"27.9","1091.9","107","0"
2020-01-12 23:00:00,"26.2","1091.91","108","0"
2020-01-13 00:00:00,"24.9","1091.9","107","0"
2020-01-13 01:00:00,"24.4","1091.94","107","0"
2020-01-13 02:00:00,"24.7","1091.87","107","0"
2020-01-13 03:00:00,"24.1","1091.93","107","0"
2020-01-13 04:00:00,"24.4","1091.94","107","0"
2020-01-13 05:00:00,"24.6","1091.96","107","0"
2020-01-13 06:00:00,"24.6","1091.96","106","0"
2020-01-13 07:00:00,"24.4","1091.94","106","0"
2020-01-13 08:00:00,"25","1091.92","106","0"
2020-01-13 09:00:00,"26","1091.93","106","0"
2020-01-13 10:00:00,"25.8","1091.92","107","0"
2020-01-13 11:00:00,"25.8","1091.94","106","0"
2020-01-13 12:00:00,"26.3","1091.96","106","0"
2020-01-13 13:00:00,"26.3","1091.95","106","0"
2020-01-13 14:00:00,"26.5","1091.93","106","0"
2020-01-13 15:00:00,"26.4","1091.93","106","0"
2020-01-13 16:00:00,"26.6","1091.95","106","0"
2020-01-13 17:00:00,"26.9","1091.95","106","0"
2020-01-13 18:00:00,"27","1091.95","106","0"
2020-01-13 19:00:00,"27","1091.96","106","0"
2020-01-13 20:00:00,"27","1091.98","106","0"
2020-01-13 21:00:00,"27.6","1091.95","106","0"
2020-01-13 22:00:00,"27.8","1091.97","106","0"
2020-01-13 23:00:00,"28.5","1091.97","106","0"
2020-01-14 00:00:00,"29","1091.96","106","0"
2020-01-14 01:00:00,"29.5","1091.95","105","0"
2020-01-14 02:00:00,"29.8","1091.96","105","0"
2020-01-14 03:00:00,"29.8","1091.98","105","0"
2020-01-14 04:00:00,"29.8","1091.97","106","0"
2020-01-14 05:00:00,"30","1091.96","106","0"
2020-01-14 06:00:00,"29.9","1091.95","106","0"
2020-01-14 07:00:00,"29.8","1091.97","105","0"
2020-01-14 08:00:00,"29.9","1091.97","106","0"
2020-01-14 09:00:00,"30.4","1091.98","106","0"
2020-01-14 10:00:00,"31.6","1091.98","106","0"
2020-01-14 11:00:00,"33.2","1091.96","106","0"
2020-01-14 12:00:00,"34.9","1091.97","106","0"
2020-01-14 13:00:00,"35.4","1091.98","106","0"
2020-01-14 14:00:00,"34.5","1091.97","106","0"
2020-01-14 15:00:00,"33.9","1091.98","106","0"
2020-01-14 16:00:00,"33.1","1091.99","105","0"
2020-01-14 17:00:00,"32.4","1091.99","106","0"
2020-01-14 18:00:00,"31.8","1091.97","106","0"
2020-01-14 19:00:00,"31.7","1092","106","0"
2020-01-14 20:00:00,"31.6","1091.97","105","0"
2020-01-14 21:00:00,"31.8","1091.97","105","0"
2020-01-14 22:00:00,"31.5","1091.97","105","0"
2020-01-14 23:00:00,"31.6","1091.98","106","0"
2020-01-15 00:00:00,"31.9","1091.98","106","0"
2020-01-15 01:00:00,"32.1","1091.97","106","0"
2020-01-15 02:00:00,"33.5","1092","106","0"
2020-01-15 03:00:00,"33.7","1092","106","0"
2020-01-15 04:00:00,"33.7","1091.98","106","0"
2020-01-15 05:00:00,"33.9","1092","105","0"
2020-01-15 06:00:00,"32.3","1091.99","106","0"
2020-01-15 07:00:00,"32","1091.99","105","0"
2020-01-15 08:00:00,"33.6","1091.99","105","0"
2020-01-15 09:00:00,"36.1","1091.98","105","0"
2020-01-15 10:00:00,"37.5","1091.97","104","0"
2020-01-15 11:00:00,"37.6","1091.99","106","0"
2020-01-15 12:00:00,"38.1","1091.96","105","0"
2020-01-15 13:00:00,"38.1","1091.99","105","0"
2020-01-15 14:00:00,"39.4","1091.98","105","0"
2020-01-15 15:00:00,"38.9","1091.99","105","0"
2020-01-15 16:00:00,"38.2","1092","106","0"
2020-01-15 17:00:00,"36.8","1091.99","106","0"
2020-01-15 18:00:00,"36.4","1091.98","105","0"
2020-01-15 19:00:00,"36.2","1091.99","105","0"
2020-01-15 20:00:00,"33","1091.99","106","0"
2020-01-15 21:00:00,"31.2","1091.99","105","0"
2020-01-15 22:00:00,"30.8","1091.99","105","0"
2020-01-15 23:00:00,"30.1","1092.01","105","0"
2020-01-16 00:00:00,"30.8","1092","105","0"
2020-01-16 01:00:00,"30.8","1091.98","105","0"
2020-01-16 02:00:00,"31","1091.97","105","0"
2020-01-16 03:00:00,"31.8","1091.98","105","0"
2020-01-16 04:00:00,"31.4","1091.98","105","0"
2020-01-16 05:00:00,"30.9","1092.02","105","0"
2020-01-16 06:00:00,"30.7","1091.99","106","0"
2020-01-16 07:00:00,"30.7","1092.02","106","0"
2020-01-16 08:00:00,"30.4","1092.01","105","0"
2020-01-16 09:00:00,"30.7","1092.02","106","0"
2020-01-16 10:00:00,"31.3","1092.03","106","0"
2020-01-16 11:00:00,"33.6","1092.01","106","0"
2020-01-16 12:00:00,"32.3","1092.03","106","0"
2020-01-16 13:00:00,"31.3","1092","106","0"
2020-01-16 14:00:00,"30","1091.99","105","0"
2020-01-16 15:00:00,"28.7","1092.05","106","0"
2020-01-16 16:00:00,"27.9","1092","106","0"
2020-01-16 17:00:00,"26.4","1092.01","106","0"
2020-01-16 18:00:00,"25.5","1091.98","105","0"
2020-01-16 19:00:00,"25.2","1092.03","106","0"
2020-01-16 20:00:00,"23.2","1092.02","106","0"
2020-01-16 21:00:00,"20.9","1092","106","0"
2020-01-16 22:00:00,"19.2","1092.01","106","0"
2020-01-16 23:00:00,"17.5","1091.99","106","0"
2020-01-17 00:00:00,"15.3","1092.06","105","0"
2020-01-17 01:00:00,"13.5","1092.02","105","0"
2020-01-17 02:00:00,"12.3","1092","106","0"
2020-01-17 03:00:00,"10.8","1091.99","105","0"
2020-01-17 04:00:00,"8.8","1092.04","106","0"
2020-01-17 05:00:00,"7.2","1092.04","105","0"
2020-01-17 06:00:00,"5.4","1092.03","105","0"
2020-01-17 07:00:00,"3.7","1091.92","105","0"
2020-01-17 08:00:00,"2.3","1091.98","105","0"
2020-01-17 09:00:00,"2.5","1092.05","105","0"
2020-01-17 10:00:00,"2.9","1091.97",NA,"0"
2020-01-17 11:00:00,"6.1","1092.02","105","0"
2020-01-17 12:00:00,"8.1","1092.06","106","0"
2020-01-17 13:00:00,"10.4","1091.93","105","0"
2020-01-17 14:00:00,"10.1","1091.99","105","0"
2020-01-17 15:00:00,"10.8","1092.02","105","0"
2020-01-17 16:00:00,"9.4","1091.97","105","0"
2020-01-17 17:00:00,"8.2","1092","105","0"
2020-01-17 18:00:00,"6.7","1092.03","106","0"
2020-01-17 19:00:00,"4.9","1092.02","105","0"
2020-01-17 20:00:00,"3.8","1092.01","105","0"
2020-01-17 21:00:00,"2.6","1092.02","105","0"
2020-01-17 22:00:00,"1.8","1092.02","105","0"
2020-01-17 23:00:00,"1.1","1092.01","105","0"
2020-01-18 00:00:00,"0.5","1091.99","105","0"
2020-01-18 01:00:00,"0.9","1092","105","0"
2020-01-18 02:00:00,"0.8","1092","106","0"
2020-01-18 03:00:00,"-0.6","1091.99","106","0"
2020-01-18 04:00:00,"0.4","1092","105","0"
2020-01-18 05:00:00,"0.6","1091.98","105","0"
2020-01-18 06:00:00,"1.2","1092.02","105","0"
2020-01-18 07:00:00,"1.8","1092.01","106","0"
2020-01-18 08:00:00,"2.2","1092","105","0"
2020-01-18 09:00:00,"2.6","1092.01","105","0"
2020-01-18 10:00:00,"4.5","1092.01","105","0"
2020-01-18 11:00:00,"7.2","1092","105","0"
2020-01-18 12:00:00,"9.6","1092.01","105","0"
2020-01-18 13:00:00,"10.7","1092","105","0"
2020-01-18 14:00:00,"11.9","1091.98","105","0"
2020-01-18 15:00:00,"13","1092.01","105","0"
2020-01-18 16:00:00,"12.4","1092","105","0"
2020-01-18 17:00:00,"11.4","1092","105","0"
2020-01-18 18:00:00,"11","1092.01","105","0"
2020-01-18 19:00:00,"10.7","1092","105","0"
2020-01-18 20:00:00,"10.6","1091.98","106","0"
2020-01-18 21:00:00,"10.6","1092.05","106","0"
2020-01-18 22:00:00,"10.7","1092.01","105","0"
2020-01-18 23:00:00,"11.2","1092.01","106","0"
2020-01-19 00:00:00,"12.3","1092.01","106","0"
2020-01-19 01:00:00,"12.9","1092.02","106","0"
2020-01-19 02:00:00,"13.4","1092.01","106","0"
2020-01-19 03:00:00,"13.6","1092.04","106","0"
2020-01-19 04:00:00,"14.8","1092.03","106","0"
2020-01-19 05:00:00,"15","1092.02","105","0"
2020-01-19 06:00:00,"15.6","1092","106","0"
2020-01-19 07:00:00,"14","1092.01","106","0"
2020-01-19 08:00:00,"14.3","1092.02","106","0"
2020-01-19 09:00:00,"18.5","1092.02","105","0"
2020-01-19 10:00:00,"23.4","1092.02","105","0"
2020-01-19 11:00:00,"28.1","1092.03","105","0"
2020-01-19 12:00:00,"30","1092.02","105","0"
2020-01-19 13:00:00,"30.9","1092.02","105","0.01"
2020-01-19 14:00:00,"31.4","1092.06","105","0"
2020-01-19 15:00:00,"31.1","1092.02","105","0"
2020-01-19 16:00:00,"29.3","1091.99","105","0"
2020-01-19 17:00:00,"26.4","1092.01","105","0"
2020-01-19 18:00:00,"22","1092","105","0"
2020-01-19 19:00:00,"18.1","1092.06","105","0"
2020-01-19 20:00:00,"14.4","1092.03","106","0"
2020-01-19 21:00:00,"12.8","1091.97","105","0"
2020-01-19 22:00:00,"12.5","1092","105","0"
2020-01-19 23:00:00,"12.3","1091.99","105","0"
2020-01-20 00:00:00,"11.7","1092.03","105","0"
2020-01-20 01:00:00,"11.5","1092.01","106","0"
2020-01-20 02:00:00,"10.9","1092.02","105","0"
2020-01-20 03:00:00,"9.5","1092.04","105","0"
2020-01-20 04:00:00,"8.5","1092.02","105","0"
2020-01-20 05:00:00,"7.5","1091.98","105","0"
2020-01-20 06:00:00,"6.7","1091.99","105","0"
2020-01-20 07:00:00,"6","1091.95","105","0"
2020-01-20 08:00:00,"5.6","1092","105","0"
2020-01-20 09:00:00,"7.3","1092.01","105","0"
2020-01-20 10:00:00,"10.7","1092.02","105","0"
2020-01-20 11:00:00,"12.5","1091.99","105","0"
2020-01-20 12:00:00,"16.3","1092.01","105","0"
2020-01-20 13:00:00,"17.9","1091.95","105","0"
2020-01-20 14:00:00,"19.9","1091.99","105","0"
2020-01-20 15:00:00,"19.9","1091.98","105","0"
2020-01-20 16:00:00,"18.3","1092.01","105","0"
2020-01-20 17:00:00,"15.5","1092","105","0"
2020-01-20 18:00:00,"14","1091.98","105","0"
2020-01-20 19:00:00,"11.5","1091.98","105","0"
2020-01-20 20:00:00,"11.1","1091.97","105","0"
2020-01-20 21:00:00,"12.8","1091.97","105","0"
2020-01-20 22:00:00,"10.1","1091.99","105","0"
2020-01-20 23:00:00,"8","1092","105","0"
2020-01-21 00:00:00,"7.3","1092","105","0"
2020-01-21 01:00:00,"4.9","1091.99","104","0"
2020-01-21 02:00:00,"4","1092","105","0"
2020-01-21 03:00:00,"2.3","1091.99","105","0"
2020-01-21 04:00:00,"0.1","1091.99","104","0"
2020-01-21 05:00:00,"-1.3","1091.98","105","0"
2020-01-21 06:00:00,"-2.6","1091.97","105","0"
2020-01-21 07:00:00,"-3.7","1091.98","105","0"
2020-01-21 08:00:00,"-2.7","1091.98","105","0"
2020-01-21 09:00:00,"2.8","1091.96","105","0"
2020-01-21 10:00:00,"8.2","1091.97","104","0"
2020-01-21 11:00:00,"11.3","1091.97","104","0"
2020-01-21 12:00:00,"13.8","1091.98","105","0"
2020-01-21 13:00:00,"15.7","1091.98","101","0"
2020-01-21 14:00:00,"20.4","1091.98","101","0"
2020-01-21 15:00:00,"18.6","1091.99","101","0"
2020-01-21 16:00:00,"17","1091.98","101","0"
2020-01-21 17:00:00,"14.6","1091.97","101","0"
