"datetime","lakeElevation_ft","airTemperature_degF","outflow_cfs","precipitation_in"
"2010-05-02 08:00:00",1093.17,NA,NA,NA
"2010-05-02 09:00:00",1093.18,NA,NA,NA
"2010-05-02 10:00:00",1093.19,NA,NA,NA
"2010-05-02 11:00:00",1093.16,NA,NA,NA
"2010-05-02 12:00:00",1093.17,NA,NA,NA
"2010-05-02 13:00:00",1093.14,NA,NA,NA
"2010-05-02 14:00:00",1093.17,NA,NA,NA
"2010-05-02 15:00:00",1093.16,NA,NA,NA
"2010-05-02 16:00:00",1093.15,NA,NA,NA
"2010-05-02 17:00:00",1093.14,NA,NA,NA
"2010-05-02 18:00:00",1093.16,NA,NA,NA
"2010-05-02 19:00:00",1093.17,NA,NA,NA
"2010-05-02 20:00:00",1093.15,NA,NA,NA
"2010-05-02 21:00:00",1093.17,NA,NA,NA
"2010-05-02 22:00:00",1093.15,NA,NA,NA
"2010-05-02 23:00:00",1093.16,NA,NA,NA
"2010-05-03 00:00:00",1093.15,NA,NA,NA
"2010-05-03 01:00:00",1093.17,NA,NA,NA
"2010-05-03 02:00:00",1093.16,NA,NA,NA
"2010-05-03 03:00:00",1093.16,NA,NA,NA
"2010-05-03 04:00:00",1093.15,NA,NA,NA
"2010-05-03 05:00:00",1093.14,NA,NA,NA
"2010-05-03 06:00:00",1093.15,NA,NA,NA
"2010-05-03 07:00:00",1093.13,NA,NA,NA
"2010-05-03 08:00:00",1093.12,NA,NA,NA
"2010-05-03 09:00:00",1093.16,NA,NA,NA
"2010-05-03 10:00:00",1093.16,NA,NA,NA
"2010-05-03 11:00:00",1093.18,NA,NA,NA
"2010-05-03 12:00:00",1093.17,NA,NA,NA
"2010-05-03 13:00:00",1093.15,NA,NA,NA
"2010-05-03 14:00:00",1093.13,NA,NA,NA
"2010-05-03 15:00:00",1093.2,NA,NA,NA
"2010-05-03 16:00:00",1093.19,NA,NA,NA
"2010-05-03 17:00:00",1093.16,NA,NA,NA
"2010-05-03 18:00:00",1093.22,NA,NA,NA
"2010-05-03 19:00:00",1093.21,NA,NA,NA
"2010-05-03 20:00:00",1093.19,NA,NA,NA
"2010-05-03 21:00:00",1093.13,NA,NA,NA
"2010-05-03 22:00:00",1093.17,NA,NA,NA
"2010-05-03 23:00:00",1093.15,NA,NA,NA
"2010-05-04 00:00:00",1093.16,NA,NA,NA
"2010-05-04 01:00:00",1093.15,NA,NA,NA
"2010-05-04 02:00:00",1093.15,NA,NA,NA
"2010-05-04 03:00:00",1093.17,NA,NA,NA
"2010-05-04 04:00:00",1093.14,NA,NA,NA
"2010-05-04 05:00:00",1093.16,NA,NA,NA
"2010-05-04 06:00:00",1093.15,NA,NA,NA
"2010-05-04 07:00:00",1093.17,NA,NA,NA
"2010-05-04 08:00:00",1093.16,NA,NA,NA
"2010-05-04 09:00:00",1093.16,NA,NA,NA
"2010-05-04 10:00:00",1093.17,NA,NA,NA
"2010-05-04 11:00:00",1093.16,NA,NA,NA
"2010-05-04 12:00:00",1093.16,NA,NA,NA
"2010-05-04 13:00:00",1093.13,NA,NA,NA
"2010-05-04 14:00:00",1093.14,NA,NA,NA
"2010-05-04 15:00:00",1093.19,NA,NA,NA
"2010-05-04 16:00:00",1093.13,NA,NA,NA
"2010-05-04 17:00:00",1093.07,NA,NA,NA
"2010-05-04 18:00:00",1093.06,NA,NA,NA
"2010-05-04 19:00:00",1093.1,NA,NA,NA
"2010-05-04 20:00:00",1093.22,NA,NA,NA
"2010-05-04 21:00:00",1093.17,NA,NA,NA
"2010-05-04 22:00:00",1093.16,NA,NA,NA
"2010-05-04 23:00:00",1093.13,NA,NA,NA
"2010-05-05 00:00:00",1093.17,NA,NA,NA
"2010-05-05 01:00:00",1093.19,NA,NA,NA
"2010-05-05 02:00:00",1093.17,NA,NA,NA
"2010-05-05 03:00:00",1093.17,NA,NA,NA
"2010-05-05 04:00:00",1093.16,NA,NA,NA
"2010-05-05 05:00:00",1093.12,NA,NA,NA
"2010-05-05 06:00:00",1093.13,NA,NA,NA
"2010-05-05 07:00:00",1093.16,NA,NA,NA
"2010-05-05 08:00:00",1093.16,NA,NA,NA
"2010-05-05 09:00:00",1093.14,NA,NA,NA
"2010-05-05 10:00:00",1093.17,NA,NA,NA
"2010-05-05 11:00:00",1093.18,NA,NA,NA
"2010-05-05 12:00:00",1093.17,NA,NA,NA
"2010-05-05 13:00:00",1093.15,NA,NA,NA
"2010-05-05 14:00:00",1093.12,NA,NA,NA
"2010-05-05 15:00:00",1093.15,NA,NA,NA
"2010-05-05 16:00:00",1093.13,NA,NA,NA
"2010-05-05 17:00:00",1093.17,NA,NA,NA
"2010-05-05 18:00:00",1093.16,NA,NA,NA
"2010-05-05 19:00:00",1093.17,NA,NA,NA
"2010-05-05 20:00:00",1093.15,NA,NA,NA
"2010-05-05 21:00:00",1093.16,NA,NA,NA
"2010-05-05 22:00:00",1093.21,NA,NA,NA
"2010-05-05 23:00:00",1093.17,NA,NA,NA
"2010-05-06 00:00:00",1093.21,NA,NA,NA
"2010-05-06 01:00:00",1093.17,NA,NA,NA
"2010-05-06 02:00:00",1093.18,NA,NA,NA
"2010-05-06 03:00:00",1093.15,NA,NA,NA
"2010-05-06 04:00:00",1093.14,NA,NA,NA
"2010-05-06 05:00:00",1093.18,NA,NA,NA
"2010-05-06 06:00:00",1093.14,NA,NA,NA
"2010-05-06 07:00:00",1093.12,NA,NA,NA
"2010-05-06 08:00:00",1093.11,NA,NA,NA
"2010-05-06 09:00:00",1093.15,NA,NA,NA
"2010-05-06 10:00:00",1093.16,NA,NA,NA
"2010-05-06 11:00:00",1093.15,NA,NA,NA
"2010-05-06 12:00:00",1093.14,NA,NA,NA
"2010-05-06 13:00:00",1093.19,NA,NA,NA
"2010-05-06 14:00:00",1093.23,NA,NA,NA
"2010-05-06 15:00:00",1093.2,NA,NA,NA
"2010-05-06 16:00:00",1093.21,NA,NA,NA
"2010-05-06 17:00:00",1093.21,NA,NA,NA
"2010-05-06 18:00:00",1093.13,NA,NA,NA
"2010-05-06 19:00:00",1093.09,NA,NA,NA
"2010-05-06 20:00:00",1093.13,NA,NA,NA
"2010-05-06 21:00:00",1093.18,NA,NA,NA
"2010-05-06 22:00:00",1093.17,NA,NA,NA
"2010-05-06 23:00:00",1093.19,NA,NA,NA
"2010-05-07 00:00:00",1093.17,NA,NA,NA
"2010-05-07 01:00:00",1093.11,NA,NA,NA
"2010-05-07 02:00:00",1093.13,NA,NA,NA
"2010-05-07 03:00:00",1093.12,NA,NA,NA
"2010-05-07 04:00:00",1093.09,NA,NA,NA
"2010-05-07 05:00:00",1093.11,NA,NA,NA
"2010-05-07 06:00:00",1093.16,NA,NA,NA
"2010-05-07 07:00:00",1093.19,NA,NA,NA
"2010-05-07 08:00:00",1093.13,NA,NA,NA
"2010-05-07 09:00:00",1093.04,NA,NA,NA
"2010-05-07 10:00:00",1093.19,NA,NA,NA
"2010-05-07 11:00:00",1093.07,NA,NA,NA
"2010-05-07 12:00:00",1093.12,NA,NA,NA
"2010-05-07 13:00:00",1093.13,NA,NA,NA
"2010-05-07 14:00:00",1093.15,NA,NA,NA
"2010-05-07 15:00:00",1093.14,NA,NA,NA
"2010-05-07 16:00:00",1093.1,NA,NA,NA
"2010-05-07 17:00:00",1093.1,NA,NA,NA
"2010-05-07 18:00:00",1093.1,NA,NA,NA
"2010-05-07 19:00:00",1093.12,NA,NA,NA
"2010-05-07 20:00:00",1093.1,NA,NA,NA
"2010-05-07 21:00:00",1093.13,NA,NA,NA
"2010-05-07 22:00:00",1093.11,NA,NA,NA
"2010-05-07 23:00:00",1093.11,NA,NA,NA
"2010-05-08 00:00:00",1093.14,NA,NA,NA
"2010-05-08 01:00:00",1093.13,NA,NA,NA
"2010-05-08 02:00:00",1093.13,NA,NA,NA
"2010-05-08 03:00:00",1093.12,NA,NA,NA
"2010-05-08 04:00:00",1093.17,NA,NA,NA
"2010-05-08 05:00:00",1093.16,NA,NA,NA
"2010-05-08 06:00:00",1093.17,NA,NA,NA
"2010-05-08 07:00:00",1093.22,NA,NA,NA
"2010-05-08 08:00:00",1093.17,NA,NA,NA
"2010-05-08 09:00:00",1093.13,NA,NA,NA
"2010-05-08 10:00:00",1093.13,NA,NA,NA
"2010-05-08 11:00:00",1093.15,NA,NA,NA
"2010-05-08 12:00:00",1093.18,NA,NA,NA
"2010-05-08 13:00:00",1093.19,NA,NA,NA
"2010-05-08 14:00:00",1093.15,NA,NA,NA
"2010-05-08 15:00:00",1093.19,NA,NA,NA
"2010-05-08 16:00:00",1093.22,NA,NA,NA
"2010-05-08 17:00:00",1093.18,NA,NA,NA
"2010-05-08 18:00:00",1093.15,NA,NA,NA
"2010-05-08 19:00:00",1093.17,NA,NA,NA
"2010-05-08 20:00:00",1093.21,NA,NA,NA
"2010-05-08 21:00:00",1093.16,NA,NA,NA
"2010-05-08 22:00:00",1093.19,NA,NA,NA
"2010-05-08 23:00:00",1093.15,NA,NA,NA
"2010-05-09 00:00:00",1093.18,NA,NA,NA
"2010-05-09 01:00:00",1093.26,NA,NA,NA
"2010-05-09 02:00:00",1093.26,NA,NA,NA
"2010-05-09 03:00:00",1093.15,NA,NA,NA
"2010-05-09 04:00:00",1093.19,NA,NA,NA
"2010-05-09 05:00:00",1093.19,NA,NA,NA
"2010-05-09 06:00:00",1093.19,NA,NA,NA
"2010-05-09 07:00:00",1093.17,NA,NA,NA
"2010-05-09 08:00:00",1093.18,NA,NA,NA
"2010-05-09 09:00:00",1093.24,NA,NA,NA
"2010-05-09 10:00:00",1093.09,NA,NA,NA
"2010-05-09 11:00:00",1093.15,NA,NA,NA
"2010-05-09 12:00:00",1093.18,NA,NA,NA
"2010-05-09 13:00:00",1093.15,NA,NA,NA
"2010-05-09 14:00:00",1093.1,NA,NA,NA
"2010-05-09 15:00:00",1093.21,NA,NA,NA
"2010-05-09 16:00:00",1093.16,NA,NA,NA
"2010-05-09 17:00:00",1093.19,NA,NA,NA
"2010-05-09 18:00:00",1093.1,NA,NA,NA
"2010-05-09 19:00:00",1093.21,NA,NA,NA
"2010-05-09 20:00:00",1093.17,NA,NA,NA
"2010-05-09 21:00:00",1093.15,NA,NA,NA
"2010-05-09 22:00:00",1093.15,NA,NA,NA
"2010-05-09 23:00:00",1093.19,NA,NA,NA
"2010-05-10 00:00:00",1093.18,NA,NA,NA
"2010-05-10 01:00:00",1093.11,NA,NA,NA
"2010-05-10 02:00:00",1093.21,NA,NA,NA
"2010-05-10 03:00:00",1093.2,NA,NA,NA
"2010-05-10 04:00:00",1093.15,NA,NA,NA
"2010-05-10 05:00:00",1093.14,NA,NA,NA
"2010-05-10 06:00:00",1093.11,NA,NA,NA
"2010-05-10 07:00:00",1093.15,NA,NA,NA
"2010-05-10 08:00:00",1093.16,NA,NA,NA
"2010-05-10 09:00:00",1093.19,NA,NA,NA
"2010-05-10 10:00:00",1093.17,NA,NA,NA
"2010-05-10 11:00:00",1093.17,NA,NA,NA
"2010-05-10 12:00:00",1093.16,NA,NA,NA
"2010-05-10 13:00:00",1093.14,NA,NA,NA
"2010-05-10 14:00:00",1093.11,NA,NA,NA
"2010-05-10 15:00:00",1093.07,NA,NA,NA
"2010-05-10 16:00:00",1093.12,NA,NA,NA
"2010-05-10 17:00:00",1093.04,NA,NA,NA
"2010-05-10 18:00:00",1093.05,NA,NA,NA
"2010-05-10 19:00:00",1093.14,NA,NA,NA
"2010-05-10 20:00:00",1093.16,NA,NA,NA
"2010-05-10 21:00:00",1093.17,NA,NA,NA
"2010-05-10 22:00:00",1093.12,NA,NA,NA
"2010-05-10 23:00:00",1093.13,NA,NA,NA
"2010-05-11 00:00:00",1093.14,NA,NA,NA
"2010-05-11 01:00:00",1093.13,NA,NA,NA
"2010-05-11 02:00:00",1093.15,NA,NA,NA
"2010-05-11 03:00:00",1093.15,NA,NA,NA
"2010-05-11 04:00:00",1093.14,NA,NA,NA
"2010-05-11 05:00:00",1093.12,NA,NA,NA
"2010-05-11 06:00:00",1093.15,NA,NA,NA
"2010-05-11 07:00:00",1093.14,NA,NA,NA
"2010-05-11 08:00:00",1093.15,NA,NA,NA
"2010-05-11 09:00:00",1093.15,NA,NA,NA
"2010-05-11 10:00:00",1093.12,NA,NA,NA
"2010-05-11 11:00:00",1093.13,NA,NA,NA
"2010-05-11 12:00:00",1093.17,NA,NA,NA
"2010-05-11 13:00:00",1093.15,NA,NA,NA
"2010-05-11 14:00:00",1093.14,NA,NA,NA
"2010-05-11 15:00:00",1093.14,NA,NA,NA
"2010-05-11 16:00:00",1093.13,NA,NA,NA
