"DateTime","Depth","temp","OXY_oxy"
2007-09-01 12:00:00,4.5,21.95,NA
2007-09-01 12:00:00,5.5,21.98,NA
2007-09-01 12:00:00,6.5,21.82,NA
2007-09-01 12:00:00,7.5,18.47,NA
2007-09-01 12:00:00,8.5,13.73,NA
2007-09-01 12:00:00,9.5,10.96,NA
2007-09-01 12:00:00,10.5,10.46,NA
2007-09-01 12:00:00,11.5,10.35,NA
2007-09-01 12:00:00,13.5,10.36,NA
2007-09-02 12:00:00,0.5,22.06,NA
2007-09-02 12:00:00,1,21.64,NA
2007-09-02 12:00:00,1.5,21.5,9.91
2007-09-02 12:00:00,2,21.41,NA
2007-09-02 12:00:00,2.5,21.33,NA
2007-09-02 12:00:00,3,21.3,NA
2007-09-02 12:00:00,3.5,21.39,NA
2007-09-02 12:00:00,4.5,21.34,NA
2007-09-02 12:00:00,5.5,21.18,NA
2007-09-02 12:00:00,6.5,19.44,NA
2007-09-02 12:00:00,7.5,17.38,NA
2007-09-02 12:00:00,8.5,14.18,NA
2007-09-02 12:00:00,9.5,11.4,NA
2007-09-02 12:00:00,10.5,11.11,NA
2007-09-02 12:00:00,11.5,10.9,NA
2007-09-02 12:00:00,13.5,11,NA
2007-09-03 12:00:00,0.5,21.22,NA
2007-09-03 12:00:00,1,21.2,NA
2007-09-03 12:00:00,1.5,21.13,9.96
2007-09-03 12:00:00,2,21.06,NA
2007-09-03 12:00:00,2.5,20.97,NA
2007-09-03 12:00:00,3,20.95,NA
2007-09-03 12:00:00,3.5,21.04,NA
2007-09-03 12:00:00,4.5,20.58,NA
2007-09-03 12:00:00,5.5,20.06,NA
2007-09-03 12:00:00,6.5,19.5,NA
2007-09-03 12:00:00,7.5,17.49,NA
2007-09-03 12:00:00,8.5,13.16,NA
2007-09-03 12:00:00,9.5,12.1,NA
2007-09-03 12:00:00,10.5,10.9,NA
2007-09-03 12:00:00,11.5,10.98,NA
2007-09-03 12:00:00,13.5,10.8,NA
2007-09-04 12:00:00,0.5,21.13,NA
2007-09-04 12:00:00,1,21.18,NA
2007-09-04 12:00:00,1.5,21.08,9.97
2007-09-04 12:00:00,2,21.02,NA
2007-09-04 12:00:00,2.5,20.97,NA
2007-09-04 12:00:00,3,20.99,NA
2007-09-04 12:00:00,3.5,21.06,NA
2007-09-04 12:00:00,4.5,21,NA
2007-09-04 12:00:00,5.5,20.94,NA
2007-09-04 12:00:00,6.5,20.81,NA
2007-09-04 12:00:00,7.5,17.32,NA
2007-09-04 12:00:00,8.5,14.76,NA
2007-09-04 12:00:00,9.5,13.02,NA
2007-09-04 12:00:00,10.5,11.32,NA
2007-09-04 12:00:00,11.5,11.28,NA
2007-09-04 12:00:00,13.5,11.31,NA
2007-09-05 12:00:00,0.5,20.97,NA
2007-09-05 12:00:00,1,20.94,NA
2007-09-05 12:00:00,1.5,20.81,9.96
2007-09-05 12:00:00,2,20.69,NA
2007-09-05 12:00:00,2.5,20.64,NA
2007-09-05 12:00:00,3,20.64,NA
2007-09-05 12:00:00,3.5,20.75,NA
2007-09-05 12:00:00,4.5,20.72,NA
2007-09-05 12:00:00,5.5,20.69,NA
2007-09-05 12:00:00,6.5,20.65,NA
2007-09-05 12:00:00,7.5,19.08,NA
2007-09-05 12:00:00,8.5,14.57,NA
2007-09-05 12:00:00,9.5,12.15,NA
2007-09-05 12:00:00,10.5,11,NA
2007-09-05 12:00:00,11.5,10.71,NA
2007-09-05 12:00:00,13.5,10.62,NA
2007-09-06 12:00:00,0.5,20.89,NA
2007-09-06 12:00:00,1,20.84,NA
2007-09-06 12:00:00,1.5,20.73,10
2007-09-06 12:00:00,2,20.56,NA
2007-09-06 12:00:00,2.5,20.47,NA
2007-09-06 12:00:00,3,20.41,NA
2007-09-06 12:00:00,3.5,20.51,NA
2007-09-06 12:00:00,4.5,20.44,NA
2007-09-06 12:00:00,5.5,20.31,NA
2007-09-06 12:00:00,6.5,20.12,NA
2007-09-06 12:00:00,7.5,18.14,NA
2007-09-06 12:00:00,8.5,15,NA
2007-09-06 12:00:00,9.5,12.15,NA
2007-09-06 12:00:00,10.5,10.75,NA
2007-09-06 12:00:00,11.5,10.56,NA
2007-09-06 12:00:00,13.5,10.62,NA
2007-09-07 12:00:00,0.5,21.19,NA
2007-09-07 12:00:00,1,20.73,NA
2007-09-07 12:00:00,1.5,20.63,10.05
2007-09-07 12:00:00,2,20.5,NA
2007-09-07 12:00:00,2.5,20.46,NA
2007-09-07 12:00:00,3,20.42,NA
2007-09-07 12:00:00,3.5,20.55,NA
2007-09-07 12:00:00,4.5,20.47,NA
2007-09-07 12:00:00,5.5,20.44,NA
2007-09-07 12:00:00,6.5,20.33,NA
2007-09-07 12:00:00,7.5,17.72,NA
2007-09-07 12:00:00,8.5,14.62,NA
2007-09-07 12:00:00,9.5,13.27,NA
2007-09-07 12:00:00,10.5,13.26,NA
2007-09-07 12:00:00,11.5,12.74,NA
2007-09-07 12:00:00,13.5,12.82,NA
2007-09-08 12:00:00,0.5,21.44,NA
2007-09-08 12:00:00,1,21.32,NA
2007-09-08 12:00:00,1.5,20.83,10.03
2007-09-08 12:00:00,2,20.72,NA
2007-09-08 12:00:00,2.5,20.66,NA
2007-09-08 12:00:00,3,20.64,NA
2007-09-08 12:00:00,3.5,20.76,NA
2007-09-08 12:00:00,4.5,20.75,NA
2007-09-08 12:00:00,5.5,20.69,NA
2007-09-08 12:00:00,6.5,20.62,NA
2007-09-08 12:00:00,7.5,16.63,NA
2007-09-08 12:00:00,8.5,14.43,NA
2007-09-08 12:00:00,9.5,13.15,NA
2007-09-08 12:00:00,10.5,13.19,NA
2007-09-08 12:00:00,11.5,13.06,NA
2007-09-08 12:00:00,13.5,13.13,NA
2007-09-09 12:00:00,0.5,21.44,NA
2007-09-09 12:00:00,1,21.5,NA
2007-09-09 12:00:00,1.5,21.44,9.96
2007-09-09 12:00:00,2,21.37,NA
2007-09-09 12:00:00,2.5,21.33,NA
2007-09-09 12:00:00,3,21.33,NA
2007-09-09 12:00:00,3.5,21.46,NA
2007-09-09 12:00:00,4.5,21.45,NA
2007-09-09 12:00:00,5.5,21.43,NA
2007-09-09 12:00:00,6.5,20.51,NA
2007-09-09 12:00:00,7.5,17.5,NA
2007-09-09 12:00:00,8.5,13.95,NA
2007-09-09 12:00:00,9.5,13.02,NA
2007-09-09 12:00:00,10.5,13.38,NA
2007-09-09 12:00:00,11.5,12.93,NA
2007-09-09 12:00:00,13.5,13.24,NA
2007-09-10 12:00:00,0.5,20.97,NA
2007-09-10 12:00:00,1,21.01,NA
2007-09-10 12:00:00,1.5,20.94,9.98
2007-09-10 12:00:00,2,20.87,NA
2007-09-10 12:00:00,2.5,20.85,NA
2007-09-10 12:00:00,3,20.86,NA
2007-09-10 12:00:00,3.5,20.95,NA
2007-09-10 12:00:00,4.5,20.91,NA
2007-09-10 12:00:00,5.5,20.75,NA
2007-09-10 12:00:00,6.5,20.31,NA
2007-09-10 12:00:00,7.5,18.31,NA
2007-09-10 12:00:00,8.5,15.37,NA
2007-09-10 12:00:00,9.5,13.59,NA
2007-09-10 12:00:00,10.5,13.69,NA
2007-09-10 12:00:00,11.5,13.48,NA
2007-09-10 12:00:00,13.5,13.57,NA
2007-09-11 12:00:00,0.5,20.48,NA
2007-09-11 12:00:00,1,20.53,NA
2007-09-11 12:00:00,1.5,20.44,9.95
2007-09-11 12:00:00,2,20.39,NA
2007-09-11 12:00:00,2.5,20.35,NA
2007-09-11 12:00:00,3,20.36,NA
2007-09-11 12:00:00,3.5,20.5,NA
2007-09-11 12:00:00,4.5,20.48,NA
2007-09-11 12:00:00,5.5,20.5,NA
2007-09-11 12:00:00,6.5,20.34,NA
2007-09-11 12:00:00,7.5,18.3,NA
2007-09-11 12:00:00,8.5,14.34,NA
2007-09-11 12:00:00,9.5,12.7,NA
2007-09-11 12:00:00,10.5,12.82,NA
2007-09-11 12:00:00,11.5,12.41,NA
2007-09-11 12:00:00,13.5,12.56,NA
2007-09-12 12:00:00,0.5,20.02,NA
2007-09-12 12:00:00,1,20.11,NA
2007-09-12 12:00:00,1.5,20.03,10.03
2007-09-12 12:00:00,2,19.94,NA
2007-09-12 12:00:00,2.5,19.91,NA
2007-09-12 12:00:00,3,19.91,NA
2007-09-12 12:00:00,3.5,20.06,NA
2007-09-12 12:00:00,4.5,20,NA
2007-09-12 12:00:00,5.5,19.94,NA
2007-09-12 12:00:00,6.5,19.24,NA
2007-09-12 12:00:00,7.5,16.57,NA
2007-09-12 12:00:00,8.5,14.56,NA
2007-09-12 12:00:00,9.5,12.77,NA
2007-09-12 12:00:00,10.5,12.88,NA
2007-09-12 12:00:00,11.5,12.48,NA
2007-09-12 12:00:00,13.5,12.53,NA
2007-09-13 12:00:00,0.5,20.31,NA
2007-09-13 12:00:00,1,19.83,NA
2007-09-13 12:00:00,1.5,19.69,10.04
2007-09-13 12:00:00,2,19.58,NA
2007-09-13 12:00:00,2.5,19.53,NA
2007-09-13 12:00:00,3,19.5,NA
2007-09-13 12:00:00,3.5,19.64,NA
2007-09-13 12:00:00,4.5,19.61,NA
2007-09-13 12:00:00,5.5,19.56,NA
2007-09-13 12:00:00,6.5,19.5,NA
2007-09-13 12:00:00,7.5,19.47,NA
2007-09-13 12:00:00,8.5,16.5,NA
2007-09-13 12:00:00,9.5,14.04,NA
2007-09-13 12:00:00,10.5,14.19,NA
2007-09-13 12:00:00,11.5,14.11,NA
2007-09-13 12:00:00,13.5,14.13,NA
2007-09-14 12:00:00,0.5,19.69,NA
2007-09-14 12:00:00,1,19.77,NA
2007-09-14 12:00:00,1.5,19.69,10.2
2007-09-14 12:00:00,2,19.59,NA
2007-09-14 12:00:00,2.5,19.53,NA
2007-09-14 12:00:00,3,19.51,NA
2007-09-14 12:00:00,3.5,19.7,NA
2007-09-14 12:00:00,4.5,19.64,NA
2007-09-14 12:00:00,5.5,19.61,NA
2007-09-14 12:00:00,6.5,19.45,NA
2007-09-14 12:00:00,7.5,19.38,NA
2007-09-14 12:00:00,8.5,17.19,NA
2007-09-14 12:00:00,9.5,16.91,NA
2007-09-14 12:00:00,10.5,16.94,NA
2007-09-14 12:00:00,11.5,16.56,NA
2007-09-14 12:00:00,13.5,16.61,NA
2007-09-15 12:00:00,0.5,19.25,NA
2007-09-15 12:00:00,1,19.35,NA
2007-09-15 12:00:00,1.5,19.25,10.19
2007-09-15 12:00:00,2,19.19,NA
2007-09-15 12:00:00,2.5,19.15,NA
2007-09-15 12:00:00,3,19.22,NA
2007-09-15 12:00:00,3.5,19.33,NA
2007-09-15 12:00:00,4.5,19.31,NA
2007-09-15 12:00:00,5.5,19.31,NA
2007-09-15 12:00:00,6.5,19.3,NA
2007-09-15 12:00:00,7.5,19.25,NA
2007-09-15 12:00:00,8.5,18.42,NA
2007-09-15 12:00:00,9.5,16.51,NA
2007-09-15 12:00:00,10.5,16.8,NA
2007-09-15 12:00:00,11.5,16.05,NA
2007-09-15 12:00:00,13.5,16.32,NA
2007-09-16 12:00:00,0.5,18.87,NA
2007-09-16 12:00:00,1,18.88,NA
2007-09-16 12:00:00,1.5,18.81,10.29
2007-09-16 12:00:00,2,18.69,NA
2007-09-16 12:00:00,2.5,18.68,NA
2007-09-16 12:00:00,3,18.68,NA
2007-09-16 12:00:00,3.5,18.82,NA
2007-09-16 12:00:00,4.5,18.75,NA
2007-09-16 12:00:00,5.5,18.75,NA
2007-09-16 12:00:00,6.5,18.74,NA
2007-09-16 12:00:00,7.5,18.69,NA
2007-09-16 12:00:00,8.5,15.19,NA
2007-09-16 12:00:00,9.5,14.13,NA
2007-09-16 12:00:00,10.5,14.13,NA
2007-09-16 12:00:00,11.5,13.86,NA
2007-09-16 12:00:00,13.5,13.94,NA
2007-09-17 12:00:00,0.5,19.31,NA
2007-09-17 12:00:00,1,18.69,NA
2007-09-17 12:00:00,1.5,18.58,10.34
2007-09-17 12:00:00,2,18.47,NA
2007-09-17 12:00:00,2.5,18.46,NA
2007-09-17 12:00:00,3,18.45,NA
2007-09-17 12:00:00,3.5,18.55,NA
2007-09-17 12:00:00,4.5,18.5,NA
2007-09-17 12:00:00,5.5,18.49,NA
2007-09-17 12:00:00,6.5,18.38,NA
2007-09-17 12:00:00,7.5,18.19,NA
2007-09-17 12:00:00,8.5,16.77,NA
2007-09-17 12:00:00,9.5,14.4,NA
2007-09-17 12:00:00,10.5,14.54,NA
2007-09-17 12:00:00,11.5,13.67,NA
2007-09-17 12:00:00,13.5,13.77,NA
2007-09-18 12:00:00,0.5,19.25,NA
2007-09-18 12:00:00,1,18.63,NA
2007-09-18 12:00:00,1.5,18.5,10.41
2007-09-18 12:00:00,2,18.44,NA
2007-09-18 12:00:00,2.5,18.4,NA
2007-09-18 12:00:00,3,18.39,NA
2007-09-18 12:00:00,3.5,18.5,NA
2007-09-18 12:00:00,4.5,18.41,NA
2007-09-18 12:00:00,5.5,18.38,NA
2007-09-18 12:00:00,6.5,18.36,NA
2007-09-18 12:00:00,7.5,18.06,NA
2007-09-18 12:00:00,8.5,16.94,NA
2007-09-18 12:00:00,9.5,14.27,NA
2007-09-18 12:00:00,10.5,14.76,NA
2007-09-18 12:00:00,11.5,13.61,NA
2007-09-18 12:00:00,13.5,13.88,NA
2007-09-19 12:00:00,0.5,19.81,NA
2007-09-19 12:00:00,1,18.67,NA
2007-09-19 12:00:00,1.5,18.51,10.43
2007-09-19 12:00:00,2,18.41,NA
2007-09-19 12:00:00,2.5,18.3,NA
2007-09-19 12:00:00,3,18.28,NA
2007-09-19 12:00:00,3.5,18.4,NA
2007-09-19 12:00:00,4.5,18.34,NA
2007-09-19 12:00:00,5.5,18.32,NA
2007-09-19 12:00:00,6.5,18.25,NA
2007-09-19 12:00:00,7.5,18.27,NA
2007-09-19 12:00:00,8.5,17.5,NA
2007-09-19 12:00:00,9.5,13.91,NA
2007-09-19 12:00:00,10.5,13.93,NA
2007-09-19 12:00:00,11.5,13.48,NA
2007-09-19 12:00:00,13.5,13.55,NA
2007-09-20 12:00:00,0.5,19.89,NA
2007-09-20 12:00:00,1,18.69,NA
2007-09-20 12:00:00,1.5,18.56,10.47
2007-09-20 12:00:00,2,18.42,NA
2007-09-20 12:00:00,2.5,18.4,NA
2007-09-20 12:00:00,3,18.39,NA
2007-09-20 12:00:00,3.5,18.52,NA
2007-09-20 12:00:00,4.5,18.45,NA
2007-09-20 12:00:00,5.5,18.39,NA
2007-09-20 12:00:00,6.5,18.28,NA
2007-09-20 12:00:00,7.5,17.88,NA
2007-09-20 12:00:00,8.5,16.72,NA
2007-09-20 12:00:00,9.5,14.51,NA
2007-09-20 12:00:00,10.5,14.76,NA
2007-09-20 12:00:00,11.5,13.98,NA
2007-09-20 12:00:00,13.5,14.38,NA
2007-09-21 12:00:00,0.5,20.13,NA
2007-09-21 12:00:00,1,19.08,NA
2007-09-21 12:00:00,1.5,18.94,10.46
2007-09-21 12:00:00,2,18.81,NA
2007-09-21 12:00:00,2.5,18.74,NA
2007-09-21 12:00:00,3,18.51,NA
2007-09-21 12:00:00,3.5,18.6,NA
2007-09-21 12:00:00,4.5,18.5,NA
2007-09-21 12:00:00,5.5,18.49,NA
2007-09-21 12:00:00,6.5,18.19,NA
2007-09-21 12:00:00,7.5,18.13,NA
2007-09-21 12:00:00,8.5,17.63,NA
2007-09-21 12:00:00,9.5,14.15,NA
2007-09-21 12:00:00,10.5,14.38,NA
2007-09-21 12:00:00,11.5,13.42,NA
2007-09-21 12:00:00,13.5,13.69,NA
2007-09-22 12:00:00,0.5,20.05,NA
2007-09-22 12:00:00,1,19.33,NA
2007-09-22 12:00:00,1.5,19.2,10.42
2007-09-22 12:00:00,2,18.88,NA
2007-09-22 12:00:00,2.5,18.71,NA
2007-09-22 12:00:00,3,18.64,NA
2007-09-22 12:00:00,3.5,18.65,NA
2007-09-22 12:00:00,4.5,18.58,NA
2007-09-22 12:00:00,5.5,18.49,NA
2007-09-22 12:00:00,6.5,18.32,NA
2007-09-22 12:00:00,7.5,17.94,NA
2007-09-22 12:00:00,8.5,16.94,NA
2007-09-22 12:00:00,9.5,14.69,NA
2007-09-22 12:00:00,10.5,15.01,NA
2007-09-22 12:00:00,11.5,14.42,NA
2007-09-22 12:00:00,13.5,14.5,NA
2007-09-23 12:00:00,0.5,19.06,NA
2007-09-23 12:00:00,1,19.1,NA
2007-09-23 12:00:00,1.5,19,10.49
2007-09-23 12:00:00,2,18.91,NA
2007-09-23 12:00:00,2.5,18.84,NA
2007-09-23 12:00:00,3,18.84,NA
2007-09-23 12:00:00,3.5,18.96,NA
2007-09-23 12:00:00,4.5,18.81,NA
2007-09-23 12:00:00,5.5,18.44,NA
2007-09-23 12:00:00,6.5,18.19,NA
2007-09-23 12:00:00,7.5,18.13,NA
2007-09-23 12:00:00,8.5,16.56,NA
2007-09-23 12:00:00,9.5,14.01,NA
2007-09-23 12:00:00,10.5,14.01,NA
2007-09-23 12:00:00,11.5,13.73,NA
2007-09-23 12:00:00,13.5,13.93,NA
2007-09-24 12:00:00,0.5,19.05,NA
2007-09-24 12:00:00,1,18.97,NA
2007-09-24 12:00:00,1.5,18.84,10.49
2007-09-24 12:00:00,2,18.69,NA
2007-09-24 12:00:00,2.5,18.67,NA
2007-09-24 12:00:00,3,18.5,NA
2007-09-24 12:00:00,3.5,18.58,NA
2007-09-24 12:00:00,4.5,18.55,NA
2007-09-24 12:00:00,5.5,18.53,NA
2007-09-24 12:00:00,6.5,18.5,NA
2007-09-24 12:00:00,7.5,18.25,NA
2007-09-24 12:00:00,8.5,16.05,NA
2007-09-24 12:00:00,9.5,14.71,NA
2007-09-24 12:00:00,10.5,14.82,NA
2007-09-24 12:00:00,11.5,14.36,NA
2007-09-24 12:00:00,13.5,14.52,NA
2007-09-25 12:00:00,0.5,19,NA
2007-09-25 12:00:00,1,18.96,NA
2007-09-25 12:00:00,1.5,18.87,10.53
2007-09-25 12:00:00,2,18.75,NA
2007-09-25 12:00:00,2.5,18.68,NA
2007-09-25 12:00:00,3,18.51,NA
2007-09-25 12:00:00,3.5,18.65,NA
2007-09-25 12:00:00,4.5,18.56,NA
2007-09-25 12:00:00,5.5,18.55,NA
2007-09-25 12:00:00,6.5,18.52,NA
2007-09-25 12:00:00,7.5,18,NA
2007-09-25 12:00:00,8.5,16.69,NA
2007-09-25 12:00:00,9.5,15.04,NA
2007-09-25 12:00:00,10.5,15.07,NA
2007-09-25 12:00:00,11.5,14.77,NA
2007-09-25 12:00:00,13.5,14.69,NA
2007-09-26 12:00:00,0.5,19.31,NA
2007-09-26 12:00:00,1,19.31,NA
2007-09-26 12:00:00,1.5,19.17,10.49
2007-09-26 12:00:00,2,18.94,NA
2007-09-26 12:00:00,2.5,18.65,NA
2007-09-26 12:00:00,3,18.59,NA
2007-09-26 12:00:00,3.5,18.75,NA
2007-09-26 12:00:00,4.5,18.63,NA
2007-09-26 12:00:00,5.5,18.56,NA
2007-09-26 12:00:00,6.5,18.55,NA
2007-09-26 12:00:00,7.5,18.5,NA
2007-09-26 12:00:00,8.5,16.69,NA
2007-09-26 12:00:00,9.5,13.9,NA
2007-09-26 12:00:00,10.5,14.76,NA
2007-09-26 12:00:00,11.5,13.98,NA
2007-09-26 12:00:00,13.5,14.04,NA
2007-09-27 12:00:00,0.5,20.28,NA
2007-09-27 12:00:00,1,19.7,NA
2007-09-27 12:00:00,1.5,19.62,10.47
2007-09-27 12:00:00,2,19.53,NA
2007-09-27 12:00:00,2.5,19.4,NA
2007-09-27 12:00:00,3,19.34,NA
2007-09-27 12:00:00,3.5,19.46,NA
2007-09-27 12:00:00,4.5,19.13,NA
2007-09-27 12:00:00,5.5,19,NA
2007-09-27 12:00:00,6.5,18.69,NA
2007-09-27 12:00:00,7.5,18.44,NA
2007-09-27 12:00:00,8.5,16.86,NA
2007-09-27 12:00:00,9.5,14.71,NA
2007-09-27 12:00:00,10.5,15.24,NA
2007-09-27 12:00:00,11.5,14.83,NA
2007-09-27 12:00:00,13.5,14.88,NA
2007-09-28 12:00:00,0.5,19.69,NA
2007-09-28 12:00:00,1,19.72,NA
2007-09-28 12:00:00,1.5,19.69,10.42
2007-09-28 12:00:00,2,19.58,NA
2007-09-28 12:00:00,2.5,19.59,NA
2007-09-28 12:00:00,3,19.58,NA
2007-09-28 12:00:00,3.5,19.66,NA
2007-09-28 12:00:00,4.5,19.58,NA
2007-09-28 12:00:00,5.5,19.25,NA
2007-09-28 12:00:00,6.5,18.53,NA
2007-09-28 12:00:00,7.5,17.86,NA
2007-09-28 12:00:00,8.5,17.38,NA
2007-09-28 12:00:00,9.5,15.71,NA
2007-09-28 12:00:00,10.5,17.18,NA
2007-09-28 12:00:00,11.5,16.87,NA
2007-09-28 12:00:00,13.5,16.75,NA
2007-09-29 12:00:00,0.5,19.22,NA
2007-09-29 12:00:00,1,19.3,NA
2007-09-29 12:00:00,1.5,19.22,10.46
2007-09-29 12:00:00,2,19.13,NA
2007-09-29 12:00:00,2.5,19.09,NA
2007-09-29 12:00:00,3,19.14,NA
2007-09-29 12:00:00,3.5,19.27,NA
2007-09-29 12:00:00,4.5,19.2,NA
2007-09-29 12:00:00,5.5,19.19,NA
2007-09-29 12:00:00,6.5,19.13,NA
2007-09-29 12:00:00,7.5,18.75,NA
2007-09-29 12:00:00,8.5,17.09,NA
2007-09-29 12:00:00,9.5,16.13,NA
2007-09-29 12:00:00,10.5,16.6,NA
2007-09-29 12:00:00,11.5,16.18,NA
2007-09-29 12:00:00,13.5,16.25,NA
2007-09-30 12:00:00,0.5,18.86,NA
2007-09-30 12:00:00,1,18.89,NA
2007-09-30 12:00:00,1.5,18.75,10.45
2007-09-30 12:00:00,2,18.69,NA
2007-09-30 12:00:00,2.5,18.68,NA
2007-09-30 12:00:00,3,18.64,NA
2007-09-30 12:00:00,3.5,18.79,NA
2007-09-30 12:00:00,4.5,18.75,NA
2007-09-30 12:00:00,5.5,18.74,NA
2007-09-30 12:00:00,6.5,18.67,NA
2007-09-30 12:00:00,7.5,18.46,NA
2007-09-30 12:00:00,8.5,17.17,NA
2007-09-30 12:00:00,9.5,14.99,NA
2007-09-30 12:00:00,10.5,15.44,NA
2007-09-30 12:00:00,11.5,14.88,NA
2007-09-30 12:00:00,13.5,14.94,NA
2007-10-01 12:00:00,0.5,18.51,NA
2007-10-01 12:00:00,1,18.58,NA
2007-10-01 12:00:00,1.5,18.44,10.48
2007-10-01 12:00:00,2,18.38,NA
2007-10-01 12:00:00,2.5,18.34,NA
2007-10-01 12:00:00,3,18.39,NA
2007-10-01 12:00:00,3.5,18.52,NA
2007-10-01 12:00:00,4.5,18.45,NA
2007-10-01 12:00:00,5.5,18.42,NA
2007-10-01 12:00:00,6.5,18.32,NA
2007-10-01 12:00:00,7.5,18.08,NA
2007-10-01 12:00:00,8.5,17.19,NA
2007-10-01 12:00:00,9.5,16.08,NA
2007-10-01 12:00:00,10.5,17.01,NA
2007-10-01 12:00:00,11.5,16.99,NA
2007-10-01 12:00:00,13.5,16.96,NA
2007-10-02 12:00:00,0.5,18.45,NA
2007-10-02 12:00:00,1,18.3,NA
2007-10-02 12:00:00,1.5,18.19,10.61
2007-10-02 12:00:00,2,18.06,NA
2007-10-02 12:00:00,2.5,18.02,NA
2007-10-02 12:00:00,3,18.01,NA
2007-10-02 12:00:00,3.5,18.19,NA
2007-10-02 12:00:00,4.5,18.12,NA
2007-10-02 12:00:00,5.5,18.1,NA
2007-10-02 12:00:00,6.5,18.02,NA
2007-10-02 12:00:00,7.5,17.5,NA
2007-10-02 12:00:00,8.5,17.19,NA
2007-10-02 12:00:00,9.5,15.74,NA
2007-10-02 12:00:00,10.5,16.91,NA
2007-10-02 12:00:00,11.5,16.18,NA
2007-10-02 12:00:00,13.5,16.63,NA
2007-10-03 12:00:00,0.5,18.37,NA
2007-10-03 12:00:00,1,18.39,NA
2007-10-03 12:00:00,1.5,18.28,10.57
2007-10-03 12:00:00,2,18.08,NA
2007-10-03 12:00:00,2.5,18.02,NA
2007-10-03 12:00:00,3,18.04,NA
2007-10-03 12:00:00,3.5,18.19,NA
2007-10-03 12:00:00,4.5,18.12,NA
2007-10-03 12:00:00,5.5,18.13,NA
2007-10-03 12:00:00,6.5,18.07,NA
2007-10-03 12:00:00,7.5,18.13,NA
2007-10-03 12:00:00,8.5,17.52,NA
2007-10-03 12:00:00,9.5,15.08,NA
2007-10-03 12:00:00,10.5,16.35,NA
